Team,Outcome,Task_Completed,All_Tasks_Completed,Murdered,Imposter_Kills,Game_Length,Ejected,Sabotages_Fixed,Time_to_complete_all_tasks
Crewmate,Win,4,No,Yes,,889,No,0.0,
Imposter,Loss,,,,2,1009,No,,
Imposter,Win,,,,4,895,No,,
Crewmate,Loss,6,No,Yes,,862,No,0.0,
Crewmate,Win,1,No,Yes,,143,No,0.0,
Crewmate,Win,0,No,Yes,,164,No,0.0,
Crewmate,Win,1,No,No,,175,No,0.0,
Crewmate,Loss,4,No,Yes,,840,No,0.0,
Imposter,Win,,,,3,550,No,,
Crewmate,Win,7,Yes,No,,805,No,3.0,08m 49s
Crewmate,Win,4,No,No,,460,No,0.0,
Imposter,Loss,,,,3,804,No,,
Crewmate,Loss,3,No,Yes,,466,No,0.0,
Crewmate,Win,6,No,No,,911,Yes,0.0,
Crewmate,Win,1,No,No,,238,No,0.0,
Crewmate,Win,3,No,Yes,,410,No,0.0,
Crewmate,Win,5,No,No,,618,No,3.0,
Crewmate,Win,3,No,Yes,,443,No,1.0,
Crewmate,Win,7,Yes,Yes,,1120,No,1.0,14m 14s
Crewmate,Loss,2,No,No,,517,No,0.0,
Crewmate,Win,4,No,No,,402,No,0.0,
Imposter,Win,,,,2,627,No,,
Crewmate,Win,7,Yes,No,,732,No,0.0,08m 23s
Imposter,Win,,,,2,833,No,,
Crewmate,Loss,3,No,No,,313,Yes,0.0,
Crewmate,Win,7,Yes,No,,928,Yes,0.0,10m 17s
Imposter,Win,,,,4,943,No,,
Crewmate,Loss,3,No,Yes,,811,No,1.0,
Imposter,Win,,,,4,533,No,,
Crewmate,Loss,4,No,No,,135,No,1.0,
Crewmate,Loss,2,No,No,,774,No,0.0,
Crewmate,Loss,1,No,Yes,,524,No,0.0,
Imposter,Win,,,,4,612,No,,
Crewmate,Win,2,No,Yes,,405,No,0.0,
Crewmate,Win,4,No,No,,1021,No,1.0,
Crewmate,Win,5,No,No,,498,No,0.0,
Imposter,Win,,,,3,1185,No,,
Imposter,Loss,,,,1,345,No,,
Crewmate,Win,2,No,No,,271,No,0.0,
Crewmate,Win,6,No,Yes,,1021,No,1.0,
Imposter,Win,,,,2,201,No,,
Crewmate,Loss,2,No,No,,295,No,0.0,
Crewmate,Win,0,No,No,,338,No,2.0,
Crewmate,Loss,4,No,Yes,,300,No,0.0,
Crewmate,Win,3,No,Yes,,833,No,0.0,
Crewmate,Loss,5,No,Yes,,563,No,0.0,
Imposter,Win,,,,1,270,No,,
Crewmate,Loss,2,No,No,,533,Yes,5.0,
Crewmate,Win,2,No,Yes,,140,No,0.0,
Crewmate,Win,1,No,No,,142,No,0.0,
Crewmate,Win,7,Yes,Yes,,620,No,2.0,10m 19s
Crewmate,Win,0,No,No,,335,No,1.0,
Crewmate,Loss,7,Yes,No,,827,No,1.0,10m 19s
Imposter,Win,,,,2,307,No,,
Imposter,Win,,,,2,529,No,,
Crewmate,Loss,3,No,Yes,,364,No,1.0,
Imposter,Win,,,,3,565,No,,
Crewmate,Win,8,Yes,Yes,,921,No,3.0,06m 06s
Imposter,Win,,,,3,1092,No,,
Crewmate,Win,8,Yes,Yes,,711,No,0.0,10m 02s
Imposter,Win,,,,3,1022,No,,
Imposter,Win,,,,2,537,No,,
Crewmate,Loss,8,No,Yes,,847,No,0.0,
Imposter,Loss,,,,2,473,No,,
Imposter,Loss,,,,1,636,No,,
Crewmate,Win,8,Yes,No,,883,No,0.0,14m 32s
Crewmate,Win,2,No,No,,121,No,1.0,
Crewmate,Win,1,No,No,,108,No,0.0,
Crewmate,Loss,6,No,No,,712,Yes,1.0,
Imposter,Win,,,,1,187,Yes,,
Crewmate,Win,4,No,Yes,,343,No,1.0,
Crewmate,Win,4,No,Yes,,358,No,0.0,
Crewmate,Loss,3,No,No,,653,No,0.0,
Crewmate,Loss,7,No,Yes,,784,No,1.0,
Crewmate,Win,4,No,Yes,,835,No,0.0,
Crewmate,Loss,7,No,No,,1002,No,4.0,
Imposter,Loss,,,,2,793,No,,
Crewmate,Win,6,No,No,,928,No,1.0,
Crewmate,Win,6,Yes,Yes,,662,No,0.0,07m 59s
Crewmate,Win,2,No,Yes,,929,No,0.0,
Crewmate,Win,1,No,Yes,,593,No,1.0,
Crewmate,Loss,8,Yes,No,,1097,No,0.0,10m 50s
Crewmate,Win,5,No,No,,628,No,0.0,
Imposter,Loss,,,,2,724,No,,
Imposter,Loss,,,,2,929,No,,
Crewmate,Loss,7,No,Yes,,715,No,0.0,
Imposter,Win,,,,2,723,No,,
Crewmate,Loss,4,No,No,,862,No,1.0,
Imposter,Win,,,,4,781,No,,
Crewmate,Loss,7,No,Yes,,339,No,2.0,
Crewmate,Win,8,Yes,No,,425,No,1.0,05m 39s
Crewmate,Loss,8,Yes,Yes,,756,No,0.0,12m 18s
Crewmate,Loss,2,No,No,,421,No,0.0,
Crewmate,Loss,4,No,No,,529,No,1.0,
Crewmate,Win,7,Yes,Yes,,819,No,0.0,06m 41s
Crewmate,Win,7,Yes,Yes,,1356,No,0.0,16m 06s
Crewmate,Loss,5,No,No,,529,No,1.0,
Crewmate,Win,7,Yes,No,,945,No,0.0,08m 21s
Imposter,Loss,,,,0,1293,No,,
Crewmate,Loss,5,No,Yes,,1567,No,2.0,
Crewmate,Loss,6,No,No,,1228,No,2.0,
Crewmate,Win,4,No,Yes,,988,No,0.0,
Crewmate,Loss,6,No,Yes,,778,No,0.0,
Crewmate,Win,7,Yes,No,,1068,No,0.0,06m 23s
Crewmate,Win,7,Yes,No,,735,No,2.0,06m 13s
Crewmate,Win,8,Yes,Yes,,812,No,1.0,06m 26s
Crewmate,Win,8,Yes,Yes,,868,No,1.0,14m 27s
Imposter,Win,,,,2,918,No,,
Crewmate,Loss,8,Yes,No,,840,No,0.0,07m 13s
Crewmate,Win,7,Yes,No,,837,No,0.0,11m 30s
Imposter,Loss,,,,1,705,No,,
Crewmate,Loss,8,Yes,No,,591,No,2.0,09m 49s
Imposter,Loss,,,,3,685,Yes,,
Crewmate,Win,7,Yes,No,,1010,No,2.0,02m 43s
Crewmate,Win,7,Yes,No,,836,No,1.0,11m 48s
Imposter,Win,,,,3,556,No,,
Crewmate,Win,7,Yes,No,,1025,No,0.0,05m 49s
Crewmate,Win,7,Yes,Yes,,1036,No,0.0,10m 21s
Crewmate,Loss,8,Yes,Yes,,1381,No,1.0,12m 11s
Crewmate,Loss,5,No,No,,527,No,0.0,
Crewmate,Loss,6,No,No,,508,No,0.0,
Crewmate,Loss,7,No,No,,824,No,1.0,
Crewmate,Loss,2,No,Yes,,458,No,0.0,
Crewmate,Loss,6,No,No,,355,No,1.0,
Crewmate,Loss,7,No,Yes,,521,No,1.0,
Imposter,Win,,,,3,353,No,,
Crewmate,Loss,7,Yes,Yes,,628,No,0.0,09m 52s
Crewmate,Loss,7,Yes,Yes,,775,No,1.0,08m 49s
Crewmate,Win,6,Yes,Yes,,749,No,0.0,08m 52s
Crewmate,Win,6,No,No,,772,No,0.0,
Crewmate,Win,7,Yes,Yes,,534,No,1.0,05m 56s
Crewmate,Loss,2,No,Yes,,432,No,0.0,
Crewmate,Win,5,No,Yes,,796,No,0.0,
Crewmate,Loss,2,No,No,,404,No,0.0,
Crewmate,Loss,3,No,Yes,,788,No,1.0,
Imposter,Win,,,,1,398,No,,
Crewmate,Loss,6,No,Yes,,800,No,0.0,
Crewmate,Win,3,No,No,,853,No,1.0,
Crewmate,Win,7,Yes,No,,839,No,0.0,11m 40s
Crewmate,Loss,4,No,Yes,,901,No,0.0,
Crewmate,Win,7,Yes,Yes,,1183,No,0.0,08m 45s
Imposter,Win,,,,2,544,No,,
Crewmate,Win,7,Yes,Yes,,885,No,0.0,14m 44s
Crewmate,Win,5,No,Yes,,755,No,0.0,
Crewmate,Win,8,Yes,No,,1133,No,0.0,18m 20s
Crewmate,Win,3,No,No,,270,No,1.0,
Crewmate,Win,3,No,No,,827,No,1.0,
Imposter,Win,,,,1,469,No,,
Imposter,Win,,,,3,630,No,,
Imposter,Win,,,,2,943,No,,
Crewmate,Loss,8,Yes,Yes,,825,No,0.0,13m 05s
Crewmate,Win,4,No,Yes,,813,No,0.0,
Crewmate,Loss,6,No,Yes,,479,No,0.0,
Imposter,Win,,,,4,955,No,,
Crewmate,Loss,3,No,No,,634,No,1.0,
Crewmate,Win,4,No,No,,1005,No,0.0,
Crewmate,Win,4,No,Yes,,516,No,0.0,
Crewmate,Loss,5,No,Yes,,461,No,0.0,
Imposter,Win,,,,3,541,No,,
Crewmate,Loss,8,Yes,No,,998,No,0.0,09m 32s
Crewmate,Loss,8,Yes,Yes,,1360,No,0.0,14m 49s
Crewmate,Loss,8,Yes,Yes,,691,No,0.0,08m 14s
Imposter,Win,,,,3,725,No,,
Crewmate,Win,0,No,Yes,,291,No,0.0,
Crewmate,Loss,9,Yes,Yes,,1137,No,1.0,11m 23s
Imposter,Win,,,,1,488,No,,
Imposter,Win,,,,4,1005,No,,
Crewmate,Win,7,Yes,Yes,,1479,No,0.0,19m 56s
Crewmate,Win,4,No,Yes,,279,No,0.0,
Crewmate,Win,7,Yes,No,,1722,No,1.0,28m 41s
Crewmate,Loss,7,Yes,Yes,,861,No,0.0,10m 34s
Crewmate,Win,5,No,Yes,,728,No,1.0,
Crewmate,Loss,3,No,No,,634,No,2.0,
Crewmate,Loss,5,No,Yes,,1093,No,0.0,
Imposter,Win,,,,2,783,No,,
Crewmate,Win,7,Yes,Yes,,1180,No,0.0,10m 12s
Crewmate,Win,5,No,No,,726,No,1.0,
Crewmate,Loss,7,Yes,Yes,,625,No,0.0,09m 31s
Crewmate,Win,6,No,Yes,,583,No,0.0,
Crewmate,Loss,3,No,Yes,,263,No,0.0,
Crewmate,Loss,5,No,Yes,,843,No,0.0,
Imposter,Win,,,,3,545,No,,
Imposter,Loss,,,,3,671,No,,
Crewmate,Loss,4,No,Yes,,471,No,0.0,
Crewmate,Win,2,No,No,,362,No,1.0,
Crewmate,Win,1,No,No,,798,No,0.0,
Crewmate,Win,1,No,No,,606,No,1.0,
Crewmate,Win,1,No,No,,302,No,0.0,
Crewmate,Loss,2,No,No,,225,Yes,0.0,
Crewmate,Win,2,No,No,,397,No,2.0,
Crewmate,Win,5,No,Yes,,277,No,0.0,
Crewmate,Win,8,Yes,Yes,,698,No,1.0,11m 28s
Crewmate,Win,8,Yes,No,,851,No,0.0,10m 36s
Crewmate,Win,8,Yes,Yes,,695,No,0.0,10m 36s
Crewmate,Loss,8,Yes,Yes,,441,No,0.0,04m 32s
Crewmate,Win,6,No,No,,977,No,0.0,
Crewmate,Loss,5,No,Yes,,782,No,4.0,
Crewmate,Loss,5,No,Yes,,755,No,0.0,
Crewmate,Win,4,No,No,,613,No,0.0,
Imposter,Win,,,,2,253,No,,
Crewmate,Win,2,No,No,,491,No,0.0,
Crewmate,Win,9,Yes,Yes,,1076,No,0.0,07m 50s
Crewmate,Win,1,No,No,,312,No,0.0,
Crewmate,Win,2,No,Yes,,703,No,0.0,
Crewmate,Win,9,Yes,Yes,,654,No,0.0,06m 40s
Crewmate,Loss,5,No,No,,1087,No,0.0,
Crewmate,Win,9,Yes,No,,739,No,0.0,08m 32s
Crewmate,Win,0,No,Yes,,159,No,0.0,
Crewmate,Win,1,No,No,,22,No,1.0,00m 11s
Crewmate,Loss,0,No,Yes,,120,No,0.0,
Crewmate,Win,4,No,Yes,,560,No,0.0,03m 20s
Imposter,Win,,,,3,157,No,,
Crewmate,Loss,2,No,No,,120,No,0.0,
Crewmate,Win,1,No,No,,273,No,2.0,
Crewmate,Win,4,No,No,,248,No,0.0,03m 28s
Crewmate,Loss,0,No,No,,15,No,0.0,
Imposter,Win,,,,1,66,No,,
Crewmate,Loss,1,No,No,,71,No,0.0,
Crewmate,Loss,1,No,No,,22,No,0.0,
Crewmate,Win,0,No,No,,90,No,0.0,
Crewmate,Win,0,No,No,,100,No,0.0,
Crewmate,Win,8,No,No,,863,No,0.0,
Crewmate,Loss,6,No,Yes,,798,No,0.0,
Crewmate,Win,6,No,No,,832,No,2.0,
Crewmate,Loss,7,No,Yes,,754,No,0.0,
Crewmate,Loss,9,Yes,No,,841,No,2.0,09m 11s
Crewmate,Loss,4,No,Yes,,461,No,0.0,
Crewmate,Win,9,Yes,Yes,,838,No,0.0,08m 26s
Crewmate,Win,6,Yes,No,,546,Yes,0.0,06m 16s
Crewmate,Loss,2,No,Yes,,61,No,0.0,
Imposter,Win,,,,1,181,No,,
Imposter,Loss,,,,0,110,Yes,,
Crewmate,Win,1,No,No,,140,No,0.0,
Crewmate,Loss,1,No,No,,141,No,1.0,
Imposter,Win,,,,1,31,No,,
Crewmate,Loss,0,No,No,,416,No,0.0,
Imposter,Win,,,,2,205,No,,
Crewmate,Loss,2,No,No,,221,No,0.0,
Crewmate,Loss,0,No,Yes,,227,No,0.0,
Imposter,Win,,,,3,324,No,,
Crewmate,Loss,3,No,Yes,,209,No,0.0,
Imposter,Win,,,,1,119,No,,
Crewmate,Loss,1,No,No,,415,Yes,1.0,
Crewmate,Loss,2,No,No,,119,No,0.0,
Crewmate,Loss,1,No,Yes,,98,No,0.0,
Crewmate,Win,2,No,Yes,,355,No,0.0,
Crewmate,Win,1,No,No,,183,No,1.0,
Crewmate,Win,2,No,No,,379,No,0.0,
Crewmate,Win,8,Yes,Yes,,1287,No,0.0,10m 38s
Crewmate,Loss,4,No,Yes,,670,No,0.0,
Crewmate,Win,8,Yes,No,,743,No,2.0,11m 42s
Crewmate,Loss,6,Yes,Yes,,176,No,0.0,02m 31s
Crewmate,Win,3,No,No,,161,No,0.0,
Imposter,Win,,,,2,624,No,,
Crewmate,Win,1,No,No,,116,No,0.0,
Imposter,Win,,,,2,451,No,,
Imposter,Win,,,,3,417,No,,
Imposter,Loss,,,,1,167,Yes,,
Crewmate,Win,5,No,Yes,,191,No,1.0,
Crewmate,Win,0,No,No,,75,No,0.0,
Imposter,Win,,,,1,151,No,,
Crewmate,Win,0,No,No,,14,No,0.0,
Crewmate,Win,2,No,No,,220,No,1.0,
Crewmate,Loss,6,No,Yes,,546,No,1.0,
Crewmate,Loss,3,No,Yes,,108,No,0.0,
Crewmate,Win,2,No,No,,35,No,0.0,
Crewmate,Win,8,Yes,No,,578,Yes,0.0,08m 03s
Crewmate,Win,8,Yes,Yes,,536,No,0.0,06m 23s
Crewmate,Win,8,Yes,No,,596,No,0.0,06m 39s
Imposter,Win,,,,1,287,No,,
Crewmate,Win,4,No,No,,222,No,0.0,
Imposter,Win,,,,1,619,No,,
Imposter,Loss,,,,0,463,Yes,,
Crewmate,Win,6,No,No,,732,No,1.0,
Crewmate,Loss,1,No,No,,311,No,0.0,
Imposter,Loss,,,,3,853,No,,
Crewmate,Win,1,No,No,,318,No,0.0,
Crewmate,Win,2,No,No,,908,No,1.0,
Imposter,Win,,,,5,729,No,,
Crewmate,Loss,5,No,Yes,,571,No,1.0,
Crewmate,Loss,3,No,No,,529,No,0.0,
Crewmate,Loss,5,No,Yes,,552,No,1.0,
Crewmate,Loss,3,No,No,,505,No,0.0,
Crewmate,Loss,8,Yes,No,,559,No,0.0,07m 11s
Crewmate,Loss,8,Yes,Yes,,681,No,0.0,11m 11s
Crewmate,Win,1,No,No,,280,No,0.0,
Crewmate,Loss,5,No,No,,535,No,2.0,
Crewmate,Loss,2,No,Yes,,771,No,0.0,
Crewmate,Win,3,No,Yes,,827,No,0.0,
Crewmate,Win,1,No,Yes,,268,No,1.0,
Imposter,Loss,,,,1,575,No,,
Crewmate,Loss,7,No,Yes,,660,No,0.0,
Crewmate,Loss,3,No,Yes,,796,No,0.0,
Crewmate,Loss,0,No,Yes,,238,No,0.0,
Crewmate,Loss,3,No,Yes,,384,No,2.0,
Crewmate,Loss,8,Yes,No,,668,No,0.0,10m 00s
Crewmate,Win,5,No,No,,459,No,0.0,
Crewmate,Loss,2,No,Yes,,506,No,0.0,
Crewmate,Loss,0,No,Yes,,223,No,0.0,
Crewmate,Win,4,No,Yes,,329,No,1.0,
Imposter,Loss,,,,1,663,No,,
Imposter,Loss,,,,1,662,No,,
Crewmate,Loss,2,No,No,,348,No,1.0,
Crewmate,Loss,7,No,Yes,,392,No,0.0,
Crewmate,Win,8,Yes,No,,1316,No,0.0,11m 18s
Crewmate,Win,6,No,No,,943,No,1.0,
Crewmate,Win,8,Yes,Yes,,1354,No,0.0,22m 20s
Crewmate,Win,4,No,No,,951,No,1.0,
Crewmate,Loss,5,No,No,,595,No,2.0,
Crewmate,Win,2,No,No,,921,No,0.0,
Imposter,Loss,,,,1,295,No,,
Crewmate,Loss,5,No,Yes,,821,No,0.0,
Imposter,Loss,,,,2,989,No,,
Crewmate,Loss,8,Yes,Yes,,1017,No,0.0,15m 32s
Crewmate,Loss,2,No,No,,801,Yes,1.0,
Crewmate,Win,4,No,Yes,,439,No,0.0,
Imposter,Loss,,,,2,426,Yes,,
Crewmate,Loss,6,No,Yes,,540,No,0.0,
Crewmate,Loss,8,Yes,No,,530,No,0.0,08m 38s
Imposter,Loss,,,,1,942,No,,
Crewmate,Win,7,No,Yes,,859,No,0.0,
Crewmate,Loss,2,No,Yes,,175,No,0.0,
Crewmate,Win,5,No,Yes,,468,No,2.0,
Crewmate,Win,3,No,Yes,,238,No,0.0,
Crewmate,Win,6,Yes,No,,380,No,0.0,04m 50s
Crewmate,Loss,3,No,No,,352,Yes,0.0,
Crewmate,Win,7,Yes,No,,664,No,1.0,09m 17s
Crewmate,Win,4,No,No,,461,No,2.0,
Crewmate,Win,5,Yes,No,,476,No,2.0,05m 21s
Crewmate,Win,0,No,No,,74,No,0.0,
Crewmate,Win,1,No,No,,94,No,1.0,
Imposter,Loss,,,,2,111,Yes,,
Crewmate,Win,1,No,Yes,,115,No,0.0,
Crewmate,Loss,4,No,Yes,,305,No,2.0,
Crewmate,Loss,3,No,Yes,,270,No,1.0,
Imposter,Win,,,,3,559,No,,
Crewmate,Win,3,No,No,,280,No,0.0,
Crewmate,Loss,3,No,No,,142,No,0.0,
Crewmate,Win,7,Yes,Yes,,566,No,0.0,08m 42s
Imposter,Win,,,,2,840,No,,
Crewmate,Loss,4,No,Yes,,550,No,0.0,
Crewmate,Win,7,Yes,No,,805,No,0.0,07m 22s
Crewmate,Win,5,No,No,,460,No,1.0,
Crewmate,Loss,7,No,No,,619,No,0.0,
Crewmate,Win,5,No,Yes,,1018,No,1.0,
Imposter,Loss,,,,2,565,No,,
Crewmate,Win,8,Yes,Yes,,985,No,0.0,11m 19s
Crewmate,Win,1,No,Yes,,736,No,0.0,
Crewmate,Win,8,Yes,No,,969,No,0.0,13m 03s
Crewmate,Loss,8,Yes,Yes,,767,No,0.0,05m 45s
Crewmate,Loss,8,Yes,No,,886,No,0.0,10m 39s
Crewmate,Win,1,No,Yes,,674,No,0.0,
Crewmate,Loss,7,No,No,,774,No,0.0,
Crewmate,Loss,7,Yes,Yes,,1122,No,0.0,17m 48s
Crewmate,Win,7,Yes,Yes,,1076,No,0.0,12m 32s
Crewmate,Win,6,No,No,,575,No,1.0,
Crewmate,Win,7,Yes,Yes,,783,No,0.0,08m 01s
Crewmate,Win,5,No,Yes,,519,No,0.0,
Crewmate,Win,5,No,No,,464,No,0.0,
Imposter,Loss,,,,3,732,No,,
Crewmate,Win,8,Yes,No,,805,No,0.0,09m 49s
Crewmate,Win,7,No,No,,701,No,0.0,
Imposter,Loss,,,,2,1032,No,,
Crewmate,Win,8,Yes,Yes,,923,No,0.0,09m 14s
Crewmate,Loss,0,No,Yes,,39,No,0.0,
Imposter,Win,,,,2,534,No,,
Imposter,Win,,,,3,737,No,,
Crewmate,Loss,5,No,Yes,,589,No,0.0,
Crewmate,Win,7,Yes,No,,905,No,1.0,10m 58s
Crewmate,Loss,7,Yes,No,,667,No,0.0,06m 34s
Imposter,Loss,,,,3,706,No,,
Crewmate,Win,2,No,No,,182,No,0.0,
Crewmate,Win,4,No,No,,924,No,0.0,
Crewmate,Win,7,No,Yes,,880,No,1.0,
Crewmate,Win,5,No,No,,280,No,0.0,
Crewmate,Win,8,Yes,Yes,,954,No,0.0,10m 28s
Crewmate,Win,8,Yes,Yes,,1227,No,0.0,14m 51s
Crewmate,Win,7,Yes,Yes,,748,No,1.0,08m 21s
Crewmate,Win,6,Yes,Yes,,664,No,0.0,07m 00s
Imposter,Win,,,,4,437,No,,
Imposter,Loss,,,,1,736,Yes,,
Crewmate,Loss,5,No,No,,819,No,2.0,
Crewmate,Loss,5,No,No,,820,No,2.0,
Crewmate,Loss,8,Yes,Yes,,781,No,0.0,04m 44s
Crewmate,Loss,8,Yes,Yes,,781,No,0.0,04m 44s
Imposter,Loss,,,,3,720,No,,
Imposter,Loss,,,,3,720,No,,
Crewmate,Win,7,Yes,Yes,,394,No,0.0,06m 33s
Crewmate,Win,7,Yes,Yes,,394,No,0.0,06m 33s
Crewmate,Win,7,Yes,Yes,,639,No,1.0,05m 44s
Crewmate,Win,7,Yes,Yes,,638,No,1.0,05m 43s
Crewmate,Loss,7,Yes,No,,1306,No,3.0,04m 12s
Crewmate,Loss,7,Yes,No,,1305,No,3.0,04m 12s
Imposter,Loss,,,,2,596,No,,
Imposter,Loss,,,,2,596,No,,
Crewmate,Win,6,No,No,,480,No,0.0,
Crewmate,Win,6,No,No,,480,No,0.0,
Crewmate,Loss,7,Yes,Yes,,874,No,0.0,04m 36s
Crewmate,Loss,7,Yes,Yes,,874,No,0.0,04m 36s
Crewmate,Loss,5,No,Yes,,406,No,0.0,
Crewmate,Loss,5,No,Yes,,405,No,0.0,
Crewmate,Win,3,No,No,,119,No,0.0,
Crewmate,Win,3,No,No,,120,No,0.0,
Crewmate,Win,7,Yes,Yes,,741,No,1.0,07m 41s
Crewmate,Win,7,Yes,Yes,,742,No,1.0,07m 42s
Imposter,Win,,,,2,449,No,,
Imposter,Win,,,,2,449,No,,
Crewmate,Win,7,Yes,Yes,,943,No,0.0,12m 50s
Crewmate,Win,7,Yes,Yes,,943,No,0.0,12m 50s
Crewmate,Win,7,Yes,No,,529,No,0.0,04m 30s
Crewmate,Win,5,No,No,,348,No,0.0,
Crewmate,Win,4,No,Yes,,449,No,2.0,
Crewmate,Loss,8,Yes,Yes,,504,No,1.0,05m 54s
Imposter,Loss,,,,1,866,No,,
Crewmate,Win,5,No,No,,565,No,1.0,
Crewmate,Win,9,Yes,Yes,,941,No,0.0,11m 42s
Imposter,Loss,,,,3,1265,Yes,,
Crewmate,Win,7,Yes,No,,754,No,1.0,11m 07s
Imposter,Win,,,,2,247,No,,
Crewmate,Loss,7,Yes,No,,962,No,1.0,08m 06s
Crewmate,Loss,6,No,No,,629,Yes,0.0,
Crewmate,Loss,3,No,No,,480,Yes,0.0,
Imposter,Loss,,,,2,713,Yes,,
Crewmate,Loss,7,Yes,No,,667,No,0.0,07m 34s
Crewmate,Loss,2,No,No,,302,No,1.0,
Crewmate,Win,5,No,Yes,,319,No,0.0,
Crewmate,Win,4,No,No,,748,No,1.0,
Imposter,Win,,,,1,278,No,,
Imposter,Loss,,,,1,538,No,,
Imposter,Loss,,,,3,822,Yes,,
Crewmate,Win,7,Yes,No,,891,No,1.0,08m 55s
Imposter,Loss,,,,1,755,No,,
Imposter,Win,,,,2,483,No,,
Crewmate,Win,8,Yes,Yes,,820,No,1.0,08m 00s
Imposter,Win,,,,3,555,No,,
Imposter,Loss,,,,1,573,Yes,,
Imposter,Win,,,,1,305,No,,
Crewmate,Win,7,Yes,No,,872,No,2.0,09m 18s
Crewmate,Loss,6,No,No,,430,No,1.0,
Imposter,Loss,,,,0,399,No,,
Crewmate,Loss,9,Yes,Yes,,782,No,1.0,09m 15s
Crewmate,Win,9,Yes,Yes,,800,No,0.0,07m 45s
Crewmate,Win,9,Yes,No,,866,No,0.0,11m 27s
Crewmate,Loss,3,No,Yes,,464,No,0.0,
Crewmate,Loss,9,Yes,Yes,,1010,No,0.0,08m 33s
Crewmate,Loss,2,No,No,,378,No,0.0,
Crewmate,Loss,7,Yes,Yes,,527,No,0.0,05m 56s
Crewmate,Win,6,No,No,,480,No,2.0,
Crewmate,Win,8,Yes,No,,965,No,0.0,07m 23s
Crewmate,Win,7,No,No,,631,No,0.0,
Crewmate,Loss,8,Yes,Yes,,1013,No,0.0,06m 53s
Crewmate,Loss,7,Yes,No,,783,No,0.0,06m 48s
Crewmate,Win,7,Yes,Yes,,843,No,0.0,11m 44s
Crewmate,Win,7,Yes,No,,1157,No,2.0,04m 44s
Crewmate,Loss,5,No,Yes,,510,No,0.0,
Crewmate,Win,7,No,No,,602,No,0.0,
Crewmate,Win,8,Yes,No,,929,No,1.0,10m 54s
