Team,Outcome,Task_Completed,All_Tasks_Completed,Murdered,Imposter_Kills,Game_Length,Ejected,Sabotages_Fixed,Time_to_complete_all_tasks
Crewmate,Win,4,No,No,,646,No,0.0,
Crewmate,Loss,2,No,Yes,,688,No,0.0,
Crewmate,Loss,6,No,No,,1131,No,2.0,
Crewmate,Loss,3,No,Yes,,350,No,1.0,
Imposter,Loss,,,,2,995,No,,
Crewmate,Loss,4,No,Yes,,855,No,0.0,
Imposter,Loss,,,,2,768,No,,
Crewmate,Win,7,Yes,No,,608,No,0.0,05m 52s
Crewmate,Win,6,No,No,,501,No,1.0,
Crewmate,Loss,8,Yes,Yes,,663,No,2.0,08m 34s
Crewmate,Win,7,Yes,Yes,,638,No,0.0,05m 39s
Crewmate,Loss,6,No,No,,553,No,0.0,
Crewmate,Loss,8,Yes,No,,864,No,2.0,08m 45s
Crewmate,Win,7,Yes,No,,804,No,1.0,08m 11s
Crewmate,Win,1,No,No,,413,Yes,0.0,
Crewmate,Win,8,Yes,No,,1600,No,4.0,14m 51s
Crewmate,Win,8,Yes,No,,1105,Yes,0.0,12m 23s
Crewmate,Loss,8,Yes,Yes,,955,No,0.0,12m 19s
Crewmate,Loss,4,No,Yes,,558,No,1.0,
Crewmate,Win,5,Yes,Yes,,303,No,0.0,04m 23s
Imposter,Loss,,,,0,555,No,,
Crewmate,Win,3,No,Yes,,199,No,0.0,
Crewmate,Loss,6,No,Yes,,365,No,0.0,
Crewmate,Loss,0,No,No,,306,No,0.0,
Crewmate,Loss,0,No,No,,18,No,0.0,
Imposter,Win,,,,2,463,No,,
Crewmate,Win,5,No,No,,292,No,0.0,
Crewmate,Win,8,Yes,Yes,,679,No,0.0,05m 39s
Crewmate,Loss,2,No,Yes,,300,No,0.0,
Crewmate,Loss,8,Yes,No,,679,No,1.0,07m 40s
Crewmate,Win,2,No,Yes,,359,No,1.0,
Crewmate,Win,1,No,No,,268,No,1.0,
Crewmate,Loss,7,No,Yes,,177,No,0.0,
Imposter,Win,,,,8,194,No,,
Imposter,Win,,,,2,537,No,,
Imposter,Win,,,,1,546,No,,
Imposter,Loss,,,,0,1100,No,,
Crewmate,Loss,4,No,Yes,,291,No,0.0,
Imposter,Win,,,,2,350,No,,
Imposter,Loss,,,,2,358,Yes,,
Crewmate,Loss,4,No,Yes,,351,No,1.0,
Crewmate,Win,8,Yes,No,,850,No,0.0,11m 16s
Crewmate,Loss,7,No,Yes,,590,No,3.0,
Crewmate,Loss,9,Yes,Yes,,671,No,0.0,10m 30s
Crewmate,Win,9,Yes,No,,669,No,2.0,04m 20s
Crewmate,Win,8,No,No,,711,No,1.0,
Crewmate,Loss,6,No,Yes,,470,No,1.0,
Crewmate,Loss,7,Yes,Yes,,774,No,2.0,12m 10s
Crewmate,Win,7,Yes,No,,399,No,2.0,02m 50s
Crewmate,Loss,7,Yes,Yes,,1220,No,2.0,05m 11s
Crewmate,Loss,2,No,No,,270,No,0.0,
Crewmate,Loss,4,No,Yes,,228,No,0.0,
Crewmate,Win,1,No,No,,819,No,2.0,
Crewmate,Loss,8,Yes,Yes,,757,No,0.0,08m 39s
Imposter,Loss,,,,2,249,No,,
Crewmate,Win,3,No,Yes,,182,No,0.0,
Crewmate,Win,2,No,Yes,,31,No,0.0,
Crewmate,Loss,5,No,No,,475,No,1.0,
Crewmate,Loss,1,No,No,,241,No,0.0,
Crewmate,Loss,1,No,Yes,,112,No,0.0,
Crewmate,Win,2,No,No,,212,No,0.0,
Crewmate,Loss,4,No,Yes,,385,No,0.0,
Imposter,Win,,,,2,318,No,,
Imposter,Loss,,,,1,281,No,,
Imposter,Win,,,,1,39,No,,
Crewmate,Win,2,No,Yes,,117,No,0.0,
Imposter,Win,,,,1,30,No,,
Crewmate,Loss,4,No,No,,206,No,0.0,03m 25s
Crewmate,Loss,3,No,No,,268,Yes,0.0,
Crewmate,Loss,4,No,Yes,,242,No,0.0,01m 51s
Crewmate,Loss,0,No,No,,147,No,0.0,
Crewmate,Loss,4,No,Yes,,357,No,0.0,05m 57s
Crewmate,Loss,1,No,No,,161,No,0.0,
Crewmate,Win,4,No,No,,441,No,0.0,05m 20s
Crewmate,Win,2,No,No,,282,No,0.0,
Crewmate,Loss,0,No,No,,132,No,1.0,
Crewmate,Win,3,No,No,,456,No,1.0,
Crewmate,Win,4,No,No,,459,No,2.0,07m 39s
Crewmate,Win,3,No,No,,172,Yes,0.0,
Crewmate,Loss,4,No,No,,645,No,1.0,04m 38s
Imposter,Win,,,,1,111,No,,
Crewmate,Loss,1,No,No,,214,No,0.0,
Imposter,Win,,,,1,182,No,,
Crewmate,Win,1,No,No,,203,No,0.0,
Crewmate,Loss,0,No,No,,138,No,0.0,
Crewmate,Loss,2,No,Yes,,285,No,0.0,
Crewmate,Loss,1,No,No,,203,Yes,1.0,
Imposter,Win,,,,2,110,No,,
Crewmate,Loss,0,No,Yes,,35,No,0.0,
Crewmate,Loss,1,No,Yes,,206,No,0.0,
Imposter,Win,,,,2,130,No,,
Imposter,Win,,,,2,143,No,,
Crewmate,Loss,1,No,Yes,,46,No,0.0,
Crewmate,Loss,1,No,Yes,,180,No,1.0,
Crewmate,Loss,5,Yes,Yes,,294,No,1.0,04m 43s
Crewmate,Win,0,No,Yes,,118,No,0.0,
Imposter,Loss,,,,1,67,No,,
Crewmate,Loss,5,Yes,Yes,,494,No,0.0,08m 02s
Crewmate,Win,1,No,No,,121,No,0.0,
Imposter,Loss,,,,1,101,No,,
Crewmate,Loss,0,No,No,,158,No,1.0,
Imposter,Win,,,,0,297,No,,
Crewmate,Loss,3,No,Yes,,182,No,0.0,
Crewmate,Loss,1,No,Yes,,100,No,0.0,
Crewmate,Loss,4,No,Yes,,461,No,2.0,07m 40s
Imposter,Loss,,,,1,276,No,,
Crewmate,Win,4,No,Yes,,322,No,1.0,02m 30s
Crewmate,Win,4,No,No,,434,No,0.0,07m 14s
Crewmate,Win,4,No,No,,203,No,2.0,
Crewmate,Win,4,No,Yes,,395,No,0.0,
Imposter,Loss,,,,3,419,No,,
Crewmate,Win,6,Yes,Yes,,496,No,0.0,05m 58s
Crewmate,Loss,2,No,Yes,,430,No,0.0,
Crewmate,Win,6,Yes,No,,429,No,0.0,07m 08s
Crewmate,Loss,5,Yes,Yes,,665,No,0.0,05m 20s
Imposter,Loss,,,,3,386,Yes,,
Crewmate,Loss,5,Yes,Yes,,285,No,0.0,04m 44s
Crewmate,Win,1,No,No,,126,No,0.0,
Crewmate,Loss,8,Yes,No,,576,Yes,0.0,06m 46s
Imposter,Loss,,,,1,685,Yes,,
Crewmate,Loss,4,No,No,,574,Yes,0.0,
Crewmate,Win,6,No,Yes,,450,No,0.0,
Crewmate,Loss,5,No,Yes,,1222,No,3.0,
Imposter,Win,,,,2,979,Yes,,
Imposter,Loss,,,,1,454,No,,
Crewmate,Win,7,No,No,,652,No,1.0,
Crewmate,Loss,8,Yes,Yes,,680,No,1.0,07m 52s
Crewmate,Win,8,Yes,Yes,,1528,No,0.0,18m 26s
Crewmate,Loss,7,Yes,Yes,,547,No,0.0,06m 10s
Crewmate,Win,7,Yes,Yes,,570,No,0.0,04m 49s
Crewmate,Loss,7,Yes,No,,700,No,0.0,08m 30s
Crewmate,Win,7,Yes,No,,764,No,1.0,10m 35s
Crewmate,Win,6,No,No,,778,No,1.0,
Crewmate,Win,6,No,No,,423,No,0.0,
Crewmate,Loss,5,No,Yes,,666,No,0.0,
Crewmate,Loss,2,No,No,,596,No,1.0,
Crewmate,Win,3,No,No,,182,No,0.0,
Crewmate,Win,4,No,No,,741,No,1.0,
Crewmate,Loss,3,No,Yes,,518,No,2.0,
Crewmate,Win,7,Yes,Yes,,668,No,1.0,08m 35s
Crewmate,Loss,7,Yes,Yes,,865,No,0.0,04m 34s
Crewmate,Win,7,Yes,No,,973,No,0.0,13m 54s
Crewmate,Loss,7,Yes,Yes,,951,No,1.0,01m 55s
Crewmate,Win,7,Yes,No,,693,No,1.0,04m 23s
Crewmate,Loss,6,No,No,,487,No,0.0,
Crewmate,Win,7,Yes,No,,1008,No,1.0,16m 46s
Imposter,Win,,,,1,236,No,,
Imposter,Win,,,,2,555,No,,
Crewmate,Loss,5,No,Yes,,297,No,0.0,
Imposter,Loss,,,,2,939,No,,
Crewmate,Win,7,Yes,No,,540,No,3.0,08m 27s
Imposter,Win,,,,1,445,No,,
Crewmate,Loss,7,Yes,Yes,,451,No,0.0,07m 13s
Crewmate,Loss,5,No,No,,629,No,1.0,
Crewmate,Loss,1,No,No,,164,No,0.0,
Crewmate,Win,7,Yes,Yes,,1259,No,1.0,07m 45s
Crewmate,Loss,2,No,No,,278,No,0.0,
Imposter,Loss,,,,2,1106,No,,
Crewmate,Loss,5,No,No,,870,No,0.0,
Crewmate,Win,7,Yes,Yes,,976,No,0.0,13m 00s
Crewmate,Win,4,No,No,,304,No,0.0,
Crewmate,Win,2,No,No,,359,No,0.0,
Crewmate,Win,7,Yes,No,,565,No,0.0,09m 24s
Imposter,Win,,,,2,50,No,,
Crewmate,Win,3,No,No,,281,No,0.0,
Crewmate,Loss,4,No,Yes,,314,No,0.0,
Crewmate,Win,5,Yes,No,,634,No,0.0,04m 56s
Crewmate,Win,5,No,Yes,,371,No,0.0,
Crewmate,Win,8,Yes,No,,588,No,0.0,06m 47s
Crewmate,Win,3,No,No,,641,No,0.0,
Crewmate,Win,7,No,No,,586,No,0.0,
Crewmate,Win,8,Yes,No,,1299,No,1.0,10m 52s
Crewmate,Win,5,No,No,,857,No,2.0,
Crewmate,Loss,5,No,Yes,,695,No,1.0,
Crewmate,Win,8,Yes,Yes,,1112,No,2.0,15m 12s
Crewmate,Win,8,Yes,Yes,,1124,No,0.0,11m 27s
Imposter,Win,,,,3,1062,No,,
Imposter,Win,,,,1,878,No,,
Crewmate,Loss,5,No,Yes,,498,No,0.0,
Imposter,Loss,,,,1,1236,No,,
Crewmate,Win,4,No,No,,431,No,0.0,
Crewmate,Win,7,Yes,Yes,,459,No,0.0,06m 09s
Crewmate,Win,6,No,Yes,,856,No,0.0,
Crewmate,Loss,4,No,Yes,,511,No,0.0,
Imposter,Loss,,,,4,713,No,,
Crewmate,Win,6,Yes,No,,386,No,1.0,04m 18s
Imposter,Loss,,,,1,91,Yes,,
Crewmate,Loss,2,No,No,,311,No,0.0,
Crewmate,Loss,6,Yes,No,,694,No,0.0,11m 06s
Imposter,Loss,,,,2,1447,No,,
Imposter,Win,,,,1,135,No,,
Crewmate,Loss,8,Yes,Yes,,802,No,0.0,11m 19s
Crewmate,Win,8,Yes,Yes,,976,No,0.0,13m 29s
Imposter,Loss,,,,0,910,No,,
Imposter,Loss,,,,2,579,No,,
Crewmate,Win,3,No,No,,339,No,0.0,
Crewmate,Loss,5,No,No,,631,No,0.0,
Crewmate,Loss,1,No,No,,811,No,0.0,
Crewmate,Loss,1,No,Yes,,939,No,0.0,
Crewmate,Win,0,No,No,,257,No,0.0,
Crewmate,Win,2,No,No,,502,No,0.0,
Imposter,Loss,,,,2,520,No,,
Crewmate,Loss,1,No,Yes,,523,No,0.0,
Imposter,Loss,,,,1,409,No,,
Crewmate,Loss,0,No,Yes,,520,No,0.0,
Crewmate,Win,6,No,No,,793,No,0.0,
Crewmate,Loss,4,No,No,,511,No,0.0,
Crewmate,Win,0,No,No,,20,No,0.0,
Crewmate,Loss,7,Yes,Yes,,1086,No,1.0,09m 36s
Crewmate,Loss,4,No,No,,874,No,2.0,
Crewmate,Win,8,Yes,No,,648,No,0.0,10m 48s
Imposter,Win,,,,3,514,No,,
Imposter,Loss,,,,1,735,No,,
Imposter,Loss,,,,3,1130,No,,
Crewmate,Loss,7,Yes,Yes,,909,No,0.0,15m 08s
Crewmate,Loss,7,Yes,No,,865,No,0.0,07m 02s
Crewmate,Win,6,No,No,,1091,No,1.0,
Crewmate,Loss,5,No,Yes,,1169,No,1.0,
Crewmate,Win,5,No,Yes,,704,No,0.0,
Crewmate,Win,5,No,No,,504,No,0.0,
Crewmate,Win,6,No,No,,662,No,0.0,
Crewmate,Loss,7,Yes,No,,827,No,3.0,13m 21s
Crewmate,Win,7,Yes,No,,1193,Yes,1.0,16m 32s
Crewmate,Win,7,Yes,No,,839,No,1.0,13m 58s
Crewmate,Win,5,No,No,,1540,No,0.0,
Imposter,Loss,,,,4,831,Yes,,
Crewmate,Win,2,No,No,,538,No,1.0,
Crewmate,Win,7,Yes,No,,1114,No,0.0,18m 32s
Crewmate,Loss,7,Yes,No,,834,No,0.0,06m 14s
Crewmate,Loss,5,No,Yes,,1017,No,0.0,
Crewmate,Win,7,Yes,No,,1194,No,1.0,19m 16s
Crewmate,Win,7,Yes,No,,893,No,2.0,12m 32s
Crewmate,Win,7,Yes,Yes,,886,No,1.0,10m 49s
Crewmate,Win,6,No,Yes,,1046,No,2.0,
Crewmate,Loss,6,No,Yes,,728,No,1.0,
Imposter,Win,,,,4,811,No,,
Crewmate,Loss,1,No,No,,391,No,0.0,
Crewmate,Win,0,No,No,,242,No,0.0,
Crewmate,Win,1,No,Yes,,197,No,0.0,
Crewmate,Loss,6,Yes,Yes,,741,No,1.0,12m 19s
Crewmate,Win,0,No,Yes,,519,No,0.0,
Crewmate,Loss,6,Yes,Yes,,823,No,0.0,05m 12s
Crewmate,Loss,4,No,No,,660,Yes,0.0,
Crewmate,Loss,0,No,No,,204,No,1.0,
Imposter,Win,,,,1,1302,No,,
Imposter,Loss,,,,2,1098,Yes,,
Crewmate,Loss,6,No,Yes,,915,No,1.0,
Crewmate,Loss,1,No,Yes,,766,No,0.0,
Imposter,Loss,,,,2,960,Yes,,
Crewmate,Win,7,Yes,No,,798,No,0.0,09m 29s
Crewmate,Win,7,No,No,,518,No,0.0,
Crewmate,Loss,1,No,Yes,,629,No,0.0,
Crewmate,Win,7,No,Yes,,404,No,0.0,
Crewmate,Win,8,Yes,Yes,,530,No,1.0,08m 27s
Crewmate,Loss,2,No,Yes,,358,No,1.0,
Crewmate,Win,8,Yes,No,,947,No,0.0,15m 46s
Crewmate,Win,7,No,No,,659,No,0.0,
Imposter,Loss,,,,4,1174,No,,
Crewmate,Loss,2,No,Yes,,1178,No,0.0,
Crewmate,Loss,3,No,Yes,,680,No,0.0,
Crewmate,Win,8,Yes,Yes,,442,No,0.0,06m 27s
Crewmate,Win,4,No,Yes,,342,No,0.0,
Crewmate,Win,7,Yes,No,,996,No,0.0,02m 32s
Imposter,Win,,,,3,640,No,,
Crewmate,Win,3,No,No,,663,No,2.0,
Crewmate,Loss,5,No,No,,1315,No,0.0,
Crewmate,Loss,6,No,No,,706,No,0.0,
Imposter,Win,,,,1,571,No,,
Crewmate,Loss,7,Yes,No,,900,No,0.0,11m 54s
Crewmate,Loss,7,No,No,,927,No,1.0,
Crewmate,Loss,7,No,Yes,,1464,No,0.0,
Crewmate,Win,4,No,No,,963,No,2.0,
Crewmate,Loss,5,No,No,,688,No,1.0,
Crewmate,Loss,1,No,No,,456,No,0.0,
Crewmate,Win,4,No,No,,395,No,0.0,
Crewmate,Win,5,No,No,,973,No,1.0,
Crewmate,Win,5,No,Yes,,1188,No,0.0,
Imposter,Win,,,,2,685,No,,
Imposter,Win,,,,4,800,No,,
Crewmate,Loss,3,No,No,,691,No,1.0,
Imposter,Win,,,,1,377,No,,
Crewmate,Loss,5,No,Yes,,720,No,0.0,
Crewmate,Loss,5,No,Yes,,678,No,1.0,
Crewmate,Win,1,No,No,,742,No,0.0,
Crewmate,Loss,7,Yes,Yes,,884,No,0.0,11m 27s
Crewmate,Win,3,No,Yes,,716,No,3.0,
Crewmate,Win,6,No,No,,735,No,1.0,
Imposter,Win,,,,4,669,No,,
Crewmate,Win,7,Yes,No,,997,No,0.0,04m 57s
Imposter,Loss,,,,2,1234,Yes,,
Crewmate,Loss,7,Yes,Yes,,1529,No,0.0,22m 03s
Crewmate,Win,2,No,Yes,,635,No,1.0,
Crewmate,Loss,5,No,Yes,,475,No,1.0,
Imposter,Win,,,,4,852,No,,
Imposter,Win,,,,2,594,No,,
Crewmate,Win,3,No,Yes,,663,No,0.0,
Crewmate,Loss,6,Yes,No,,1249,Yes,1.0,13m 24s
Crewmate,Loss,8,Yes,Yes,,1043,No,0.0,10m 58s
Crewmate,Win,8,Yes,No,,1025,No,1.0,13m 35s
Crewmate,Loss,3,No,No,,556,No,0.0,
Crewmate,Win,8,Yes,No,,735,No,0.0,10m 02s
Imposter,Win,,,,2,465,No,,
Crewmate,Loss,7,No,Yes,,1109,No,0.0,
Crewmate,Win,8,Yes,No,,635,Yes,0.0,08m 00s
Crewmate,Win,8,Yes,No,,836,No,1.0,08m 37s
Imposter,Loss,,,,1,290,Yes,,
Crewmate,Win,8,Yes,No,,757,No,2.0,10m 41s
Crewmate,Win,7,Yes,No,,774,No,2.0,06m 01s
Imposter,Win,,,,1,488,No,,
Crewmate,Loss,4,No,No,,570,No,3.0,
Imposter,Win,,,,2,718,No,,
Crewmate,Win,7,Yes,No,,1450,No,1.0,05m 32s
Imposter,Loss,,,,1,920,Yes,,
Crewmate,Win,2,No,Yes,,340,No,0.0,
Crewmate,Win,4,No,No,,427,No,0.0,
Crewmate,Win,4,No,Yes,,300,No,0.0,
Crewmate,Win,7,Yes,Yes,,1471,No,1.0,16m 01s
Crewmate,Win,7,Yes,Yes,,987,No,2.0,15m 20s
Crewmate,Win,6,No,No,,420,No,0.0,
Crewmate,Loss,7,Yes,Yes,,866,No,0.0,06m 15s
Crewmate,Win,8,Yes,Yes,,735,No,0.0,07m 23s
Crewmate,Win,8,Yes,Yes,,808,No,0.0,10m 41s
Imposter,Win,,,,2,470,No,,
Crewmate,Loss,8,Yes,Yes,,721,No,0.0,08m 36s
Crewmate,Loss,7,No,No,,369,No,0.0,
Crewmate,Loss,6,No,Yes,,636,No,0.0,
Imposter,Win,,,,1,974,No,,
Crewmate,Win,8,Yes,No,,1049,No,0.0,16m 22s
Crewmate,Win,8,Yes,Yes,,812,No,2.0,10m 28s
Crewmate,Loss,8,Yes,No,,1081,No,0.0,13m 36s
Crewmate,Loss,8,Yes,Yes,,629,No,2.0,09m 15s
Crewmate,Win,8,Yes,No,,568,No,0.0,07m 43s
Crewmate,Win,4,No,No,,353,No,0.0,
Crewmate,Loss,5,Yes,No,,545,No,0.0,03m 54s
Crewmate,Loss,8,No,Yes,,575,No,2.0,
Crewmate,Win,9,Yes,Yes,,556,No,0.0,04m 52s
Crewmate,Loss,9,Yes,Yes,,322,No,1.0,05m 18s
Crewmate,Loss,8,Yes,Yes,,162,No,0.0,02m 34s
Crewmate,Win,0,No,No,,79,No,0.0,
Crewmate,Win,0,No,No,,49,No,0.0,
Crewmate,Win,8,Yes,No,,609,No,1.0,06m 34s
Crewmate,Win,2,No,Yes,,179,No,0.0,
Crewmate,Loss,9,Yes,Yes,,674,No,0.0,04m 30s
Crewmate,Loss,7,No,No,,417,No,0.0,
Crewmate,Win,9,Yes,Yes,,396,No,0.0,04m 08s
Imposter,Win,,,,2,378,No,,
Crewmate,Loss,8,Yes,Yes,,645,No,2.0,09m 41s
Crewmate,Win,4,No,Yes,,297,No,0.0,
Crewmate,Win,6,Yes,Yes,,494,No,0.0,04m 42s
Crewmate,Win,9,Yes,No,,725,No,0.0,08m 00s
Imposter,Loss,,,,3,635,Yes,,
Crewmate,Loss,7,No,Yes,,431,No,0.0,
Imposter,Win,,,,4,757,No,,
Crewmate,Win,9,Yes,No,,795,No,0.0,09m 48s
Imposter,Win,,,,6,234,No,,
Imposter,Win,,,,6,227,No,,
Crewmate,Loss,9,Yes,Yes,,237,No,0.0,02m 33s
Crewmate,Win,8,Yes,No,,376,No,0.0,02m 54s
Crewmate,Win,8,Yes,Yes,,1378,No,0.0,07m 23s
Crewmate,Win,8,Yes,No,,455,No,0.0,05m 50s
Crewmate,Win,8,Yes,Yes,,312,No,0.0,02m 55s
Imposter,Loss,,,,2,717,No,,
Imposter,Loss,,,,1,383,No,,
Crewmate,Loss,5,No,No,,449,No,1.0,
Crewmate,Loss,9,Yes,No,,573,No,0.0,07m 07s
Crewmate,Win,4,No,Yes,,521,No,1.0,
Crewmate,Win,1,No,Yes,,209,No,1.0,
Crewmate,Loss,8,Yes,Yes,,725,No,0.0,07m 26s
Crewmate,Win,8,Yes,No,,418,No,0.0,04m 16s
Crewmate,Win,4,No,No,,227,No,0.0,
Crewmate,Win,7,No,No,,303,No,0.0,
Crewmate,Win,5,No,Yes,,466,No,0.0,
Crewmate,Loss,1,No,Yes,,483,No,0.0,
Crewmate,Win,8,Yes,No,,839,No,0.0,06m 43s
Crewmate,Loss,5,No,No,,301,No,1.0,
Crewmate,Loss,6,No,No,,468,No,1.0,
Crewmate,Win,3,No,No,,211,No,0.0,
Imposter,Win,,,,2,327,No,,
Crewmate,Loss,7,Yes,Yes,,709,No,1.0,08m 17s
Crewmate,Win,8,Yes,No,,1480,No,0.0,09m 39s
Crewmate,Win,8,Yes,Yes,,634,No,0.0,08m 37s
Crewmate,Win,4,No,Yes,,461,No,0.0,
Crewmate,Win,8,Yes,Yes,,1078,No,0.0,17m 58s
Crewmate,Win,5,No,Yes,,1076,No,0.0,
Crewmate,Loss,4,No,Yes,,960,No,0.0,
Crewmate,Win,2,No,No,,255,No,0.0,
Crewmate,Win,8,Yes,No,,1210,No,2.0,15m 19s
Crewmate,Win,7,Yes,Yes,,1081,No,0.0,14m 32s
Crewmate,Win,7,Yes,No,,1147,No,1.0,14m 15s
Imposter,Loss,,,,2,890,No,,
Crewmate,Win,2,No,Yes,,1211,No,0.0,
Crewmate,Win,7,Yes,Yes,,1351,No,1.0,17m 13s
Crewmate,Loss,2,No,Yes,,614,No,1.0,
Crewmate,Win,5,No,Yes,,646,No,0.0,
Crewmate,Win,7,Yes,No,,957,No,0.0,15m 55s
Crewmate,Loss,7,Yes,No,,656,No,0.0,10m 51s
Imposter,Loss,,,,3,750,No,,
Imposter,Loss,,,,2,696,No,,
Crewmate,Win,7,Yes,Yes,,1107,No,0.0,12m 50s
Crewmate,Win,7,Yes,Yes,,748,No,0.0,06m 01s
Crewmate,Loss,3,No,Yes,,377,No,0.0,03m 37s
Crewmate,Loss,3,No,No,,637,No,0.0,
Imposter,Loss,,,,1,669,No,,
Imposter,Win,,,,1,947,No,,
Crewmate,Loss,5,No,Yes,,454,No,0.0,
Crewmate,Loss,0,No,Yes,,209,No,0.0,
Crewmate,Win,3,No,No,,382,No,0.0,
Crewmate,Win,8,Yes,Yes,,873,No,0.0,06m 24s
Imposter,Win,,,,2,897,No,,
Crewmate,Loss,2,No,Yes,,564,No,0.0,
Crewmate,Loss,2,No,Yes,,548,No,0.0,
Imposter,Loss,,,,4,893,No,,
Imposter,Win,,,,4,643,No,,
Crewmate,Win,0,No,No,,120,No,0.0,
Crewmate,Win,1,No,No,,43,No,0.0,
Crewmate,Loss,2,No,Yes,,315,No,0.0,
Imposter,Win,,,,2,436,No,,
Crewmate,Win,8,Yes,No,,1740,No,0.0,14m 07s
Imposter,Win,,,,2,513,No,,
Crewmate,Loss,3,No,No,,707,No,1.0,
Crewmate,Loss,6,No,Yes,,706,No,0.0,
Crewmate,Loss,8,Yes,Yes,,987,No,0.0,09m 17s
Imposter,Win,,,,2,665,No,,
Crewmate,Loss,8,Yes,No,,1063,No,0.0,14m 18s
Crewmate,Win,2,No,Yes,,411,No,0.0,
Imposter,Loss,,,,3,545,No,,
Crewmate,Win,7,Yes,No,,1097,No,0.0,13m 54s
Crewmate,Loss,7,Yes,Yes,,1175,No,1.0,14m 29s
Crewmate,Win,0,No,No,,620,No,2.0,
Crewmate,Win,7,Yes,No,,872,No,0.0,08m 06s
Crewmate,Win,8,Yes,Yes,,1374,No,0.0,15m 24s
Crewmate,Loss,8,Yes,Yes,,1388,No,1.0,13m 39s
Crewmate,Loss,8,Yes,No,,936,No,2.0,09m 14s
Imposter,Win,,,,2,663,No,,
Crewmate,Loss,3,No,Yes,,508,No,0.0,
Crewmate,Loss,3,No,Yes,,145,No,0.0,
Crewmate,Loss,2,No,Yes,,118,No,0.0,
Crewmate,Win,1,No,Yes,,363,No,0.0,
Crewmate,Loss,2,No,Yes,,237,No,0.0,
Crewmate,Win,7,Yes,Yes,,591,No,0.0,08m 23s
Crewmate,Win,5,No,No,,909,No,0.0,
Imposter,Loss,,,,3,941,No,,
Crewmate,Loss,5,No,Yes,,571,No,0.0,
Crewmate,Win,7,Yes,Yes,,618,No,0.0,04m 04s
Crewmate,Win,3,No,No,,254,No,1.0,
Imposter,Loss,,,,3,1049,No,,
Crewmate,Win,8,Yes,Yes,,811,No,0.0,07m 09s
Crewmate,Loss,8,Yes,No,,1082,No,0.0,17m 52s
Crewmate,Loss,6,No,Yes,,631,No,0.0,
