Team,Outcome,Task_Completed,All_Tasks_Completed,Murdered,Imposter_Kills,Game_Length,Ejected,Sabotages_Fixed,Time_to_complete_all_tasks
Crewmate,Win,2,No,No,,568,No,0.0,
Imposter,Loss,,,,2,353,No,,
Crewmate,Loss,8,Yes,No,,1087,No,0.0,11m 31s
Crewmate,Loss,6,No,No,,491,No,1.0,
Crewmate,Win,8,Yes,Yes,,1152,No,0.0,15m 17s
Crewmate,Loss,3,No,Yes,,495,No,0.0,
Crewmate,Loss,8,Yes,Yes,,692,No,0.0,05m 56s
Crewmate,Win,4,No,Yes,,903,No,0.0,
Crewmate,Loss,8,Yes,Yes,,1155,No,1.0,12m 35s
Crewmate,Win,8,Yes,Yes,,1258,No,1.0,19m 32s
Imposter,Loss,,,,3,976,Yes,,
Imposter,Win,,,,3,744,No,,
Imposter,Loss,,,,5,994,Yes,,
Crewmate,Loss,7,No,No,,874,No,1.0,
Crewmate,Win,8,Yes,Yes,,953,No,0.0,15m 34s
Crewmate,Win,6,No,No,,667,No,1.0,
Crewmate,Loss,7,No,Yes,,465,No,0.0,
Crewmate,Loss,1,No,No,,393,No,0.0,
Crewmate,Loss,7,Yes,No,,764,No,2.0,12m 36s
Crewmate,Loss,7,Yes,Yes,,672,No,0.0,10m 59s
Crewmate,Loss,3,No,Yes,,463,No,0.0,
Crewmate,Win,6,Yes,No,,543,No,1.0,08m 53s
Crewmate,Loss,6,No,No,,844,No,0.0,
Crewmate,Loss,4,No,Yes,,902,No,1.0,
Crewmate,Win,8,Yes,Yes,,1217,No,1.0,05m 14s
Imposter,Win,,,,2,741,Yes,,
Crewmate,Loss,1,No,No,,293,Yes,0.0,
Crewmate,Win,5,No,Yes,,869,No,2.0,
Crewmate,Win,3,No,No,,976,No,1.0,
Crewmate,Loss,4,No,Yes,,539,No,1.0,
Imposter,Win,,,,2,189,No,,
Imposter,Win,,,,3,520,No,,
Crewmate,Win,6,No,No,,426,No,0.0,
Crewmate,Win,8,Yes,No,,793,No,2.0,11m 20s
Imposter,Win,,,,0,73,No,,
Crewmate,Loss,0,No,No,,526,No,1.0,
Crewmate,Win,2,No,No,,693,No,0.0,
Imposter,Loss,,,,1,414,Yes,,
Crewmate,Win,5,No,No,,836,No,1.0,
Crewmate,Win,3,No,No,,462,No,0.0,
Crewmate,Loss,2,No,No,,563,Yes,0.0,
Crewmate,Loss,4,No,Yes,,650,No,0.0,
Imposter,Loss,,,,2,311,Yes,,
Crewmate,Win,4,No,No,,441,Yes,1.0,
Crewmate,Win,6,No,No,,880,No,0.0,
Imposter,Loss,,,,2,868,Yes,,
Crewmate,Win,6,Yes,No,,536,No,0.0,08m 20s
Imposter,Win,,,,0,288,No,,
Crewmate,Win,1,No,Yes,,764,No,0.0,
Crewmate,Win,3,No,No,,942,No,1.0,
Crewmate,Loss,4,No,Yes,,563,No,1.0,
Crewmate,Win,7,Yes,Yes,,698,No,0.0,08m 23s
Crewmate,Win,7,Yes,No,,861,No,1.0,06m 52s
Imposter,Win,,,,3,790,No,,
Imposter,Loss,,,,2,852,No,,
Imposter,Win,,,,2,606,No,,
Crewmate,Win,2,No,No,,41,No,0.0,
Crewmate,Win,5,Yes,Yes,,668,No,1.0,04m 46s
Crewmate,Win,5,Yes,Yes,,630,No,2.0,10m 30s
Crewmate,Win,5,Yes,No,,473,No,1.0,03m 51s
Crewmate,Loss,5,Yes,Yes,,244,No,0.0,01m 03s
Crewmate,Win,5,Yes,Yes,,399,No,0.0,05m 02s
Crewmate,Win,5,Yes,No,,252,No,0.0,02m 45s
Imposter,Win,,,,1,265,No,,
Crewmate,Win,3,No,Yes,,401,No,4.0,
Crewmate,Win,3,No,Yes,,594,No,0.0,02m 45s
Imposter,Win,,,,2,307,No,,
Crewmate,Win,2,No,No,,407,No,3.0,
Crewmate,Win,2,No,No,,256,No,1.0,
Crewmate,Loss,2,No,No,,196,No,1.0,
Crewmate,Loss,5,Yes,Yes,,395,No,0.0,05m 30s
Crewmate,Loss,5,Yes,Yes,,562,No,1.0,07m 03s
Crewmate,Win,5,Yes,No,,339,No,1.0,01m 46s
Imposter,Loss,,,,4,383,No,,
Crewmate,Win,4,No,Yes,,118,No,0.0,
Crewmate,Loss,5,No,No,,309,No,1.0,
Crewmate,Loss,6,Yes,Yes,,510,No,2.0,06m 17s
Imposter,Loss,,,,1,414,Yes,,
Crewmate,Win,6,Yes,Yes,,345,No,0.0,03m 00s
Crewmate,Loss,6,Yes,Yes,,386,No,3.0,06m 03s
Crewmate,Win,4,No,Yes,,382,No,2.0,04m 59s
Crewmate,Win,2,No,No,,271,No,0.0,
Imposter,Win,,,,2,267,No,,
Imposter,Loss,,,,1,131,Yes,,
Crewmate,Loss,3,No,Yes,,54,No,0.0,
Crewmate,Loss,1,No,No,,292,Yes,1.0,
Crewmate,Loss,1,No,No,,176,No,4.0,
Crewmate,Loss,3,No,No,,645,Yes,1.0,
Crewmate,Loss,1,No,Yes,,215,No,1.0,
Crewmate,Loss,2,No,Yes,,51,No,0.0,
Crewmate,Loss,1,No,Yes,,139,No,0.0,
Crewmate,Loss,3,No,Yes,,283,No,1.0,
Imposter,Win,,,,1,337,No,,
Crewmate,Loss,5,Yes,Yes,,381,No,2.0,01m 54s
Crewmate,Win,5,Yes,Yes,,562,No,0.0,06m 02s
Crewmate,Loss,2,No,No,,186,Yes,1.0,
Imposter,Win,,,,0,95,No,,
Crewmate,Win,2,No,No,,238,No,2.0,
Crewmate,Loss,5,Yes,No,,614,Yes,1.0,04m 25s
Crewmate,Win,4,No,No,,226,No,0.0,
Imposter,Win,,,,2,177,No,,
Imposter,Loss,,,,2,338,Yes,,
Crewmate,Win,5,Yes,No,,431,No,0.0,03m 43s
Imposter,Win,,,,2,173,No,,
Crewmate,Win,5,Yes,No,,404,Yes,3.0,02m 14s
Crewmate,Loss,5,Yes,Yes,,451,No,0.0,07m 06s
Crewmate,Win,3,No,Yes,,484,No,0.0,
Imposter,Win,,,,3,300,No,,
Crewmate,Win,3,No,No,,213,No,1.0,
Crewmate,Win,5,Yes,Yes,,389,No,0.0,04m 59s
Crewmate,Win,1,No,Yes,,57,No,0.0,
Crewmate,Loss,2,No,Yes,,104,No,0.0,
Crewmate,Loss,1,No,No,,22,No,0.0,
Imposter,Win,,,,1,132,No,,
Crewmate,Loss,5,Yes,Yes,,451,No,2.0,03m 31s
Crewmate,Loss,2,No,Yes,,148,No,1.0,
Crewmate,Win,5,Yes,No,,288,No,1.0,03m 15s
Crewmate,Loss,5,Yes,Yes,,197,No,0.0,02m 51s
Crewmate,Win,5,Yes,No,,370,No,0.0,02m 35s
Crewmate,Win,5,No,Yes,,392,No,1.0,
Crewmate,Loss,2,No,Yes,,226,No,1.0,
Crewmate,Win,3,No,Yes,,266,No,0.0,
Crewmate,Loss,2,No,No,,240,No,0.0,
Crewmate,Win,2,No,No,,235,No,0.0,
Crewmate,Loss,5,Yes,Yes,,192,No,0.0,03m 07s
Imposter,Win,,,,1,119,No,,
Crewmate,Loss,3,No,Yes,,114,No,0.0,
Imposter,Win,,,,1,136,No,,
Crewmate,Win,1,No,No,,248,No,1.0,
Imposter,Loss,,,,2,503,Yes,,
Crewmate,Loss,2,No,No,,156,No,2.0,
Crewmate,Loss,3,No,Yes,,257,No,1.0,
Imposter,Loss,,,,1,107,Yes,,
Crewmate,Win,5,Yes,Yes,,439,No,0.0,03m 21s
Crewmate,Win,4,No,No,,411,No,3.0,04m 56s
Crewmate,Loss,1,No,No,,98,No,0.0,
Crewmate,Win,4,No,No,,355,No,3.0,05m 06s
Crewmate,Win,4,No,No,,685,No,5.0,05m 48s
Imposter,Win,,,,2,202,No,,
Crewmate,Win,4,No,Yes,,453,No,0.0,03m 28s
Crewmate,Loss,4,No,No,,168,No,0.0,00m 54s
Crewmate,Loss,3,No,No,,186,No,0.0,
Crewmate,Win,1,No,No,,329,No,1.0,
Crewmate,Loss,2,No,No,,76,No,0.0,
Crewmate,Loss,5,No,Yes,,234,No,0.0,
Crewmate,Win,7,Yes,No,,511,No,2.0,04m 25s
Crewmate,Win,6,Yes,No,,462,No,0.0,04m 18s
Imposter,Win,,,,2,196,No,,
Crewmate,Win,5,Yes,No,,617,No,4.0,05m 15s
Crewmate,Win,4,No,No,,500,No,1.0,03m 27s
Crewmate,Loss,4,No,Yes,,482,No,1.0,
Imposter,Win,,,,2,127,No,,
Crewmate,Loss,5,Yes,No,,666,Yes,2.0,08m 13s
Crewmate,Win,3,No,No,,251,No,2.0,
Crewmate,Win,5,Yes,Yes,,633,No,1.0,09m 03s
Crewmate,Win,5,Yes,Yes,,336,No,0.0,04m 50s
Crewmate,Loss,2,No,Yes,,219,No,0.0,
Imposter,Win,,,,1,507,No,,
Crewmate,Loss,3,No,No,,575,No,0.0,
Crewmate,Win,6,No,No,,515,No,0.0,
Crewmate,Loss,10,Yes,Yes,,1191,No,0.0,12m 58s
Crewmate,Win,10,Yes,Yes,,1234,No,1.0,17m 14s
Crewmate,Win,5,No,Yes,,509,No,1.0,
Imposter,Win,,,,1,219,No,,
Crewmate,Loss,7,No,No,,494,No,0.0,
Crewmate,Loss,7,No,No,,494,No,0.0,
Crewmate,Win,3,No,No,,881,No,1.0,
Crewmate,Win,3,No,No,,881,No,1.0,
Crewmate,Win,8,Yes,Yes,,824,No,1.0,10m 25s
Crewmate,Win,8,Yes,Yes,,823,No,1.0,10m 25s
Crewmate,Loss,7,No,Yes,,615,No,1.0,
Crewmate,Loss,7,No,Yes,,615,No,1.0,
Crewmate,Win,8,Yes,Yes,,1013,No,0.0,09m 50s
Crewmate,Win,8,Yes,Yes,,1013,No,0.0,09m 50s
Crewmate,Loss,6,No,No,,459,No,0.0,
Crewmate,Loss,6,No,No,,458,No,0.0,
Imposter,Win,,,,2,802,No,,
Imposter,Win,,,,2,802,No,,
Imposter,Loss,,,,1,375,Yes,,
Imposter,Loss,,,,1,376,Yes,,
Crewmate,Loss,6,No,Yes,,712,No,0.0,
Crewmate,Loss,6,No,Yes,,712,No,0.0,
Crewmate,Win,5,No,Yes,,309,No,0.0,
Crewmate,Win,5,No,Yes,,310,No,0.0,
Imposter,Win,,,,1,728,No,,
Imposter,Win,,,,1,728,No,,
Crewmate,Win,8,Yes,No,,790,No,0.0,12m 06s
Crewmate,Win,8,Yes,No,,790,No,0.0,12m 07s
Crewmate,Loss,8,Yes,Yes,,884,No,0.0,07m 36s
Crewmate,Loss,8,Yes,Yes,,884,No,0.0,07m 36s
Crewmate,Loss,6,No,No,,495,Yes,1.0,
Crewmate,Loss,6,No,No,,495,Yes,1.0,
Crewmate,Loss,5,No,Yes,,384,No,1.0,
Crewmate,Loss,5,No,Yes,,384,No,1.0,
Crewmate,Loss,1,No,Yes,,155,No,0.0,
Crewmate,Loss,1,No,Yes,,155,No,0.0,
Crewmate,Loss,4,No,No,,375,No,0.0,
Crewmate,Loss,4,No,No,,375,No,0.0,
Crewmate,Win,3,No,Yes,,483,No,0.0,
Crewmate,Win,3,No,Yes,,483,No,0.0,
Crewmate,Win,1,No,Yes,,601,No,0.0,
Crewmate,Win,1,No,Yes,,601,No,0.0,
Imposter,Loss,,,,2,632,Yes,,
Imposter,Loss,,,,2,632,Yes,,
Crewmate,Win,1,No,No,,173,No,0.0,
Crewmate,Win,1,No,No,,173,No,0.0,
Crewmate,Loss,6,No,No,,500,No,1.0,
Crewmate,Loss,6,No,No,,500,No,1.0,
Crewmate,Win,3,No,No,,343,No,0.0,
Crewmate,Win,3,No,No,,343,No,0.0,
Crewmate,Loss,5,No,No,,442,No,0.0,
Imposter,Win,,,,2,315,No,,
Crewmate,Loss,6,Yes,Yes,,782,No,1.0,09m 47s
Crewmate,Win,6,Yes,No,,988,No,0.0,12m 02s
Crewmate,Win,6,Yes,Yes,,1047,No,0.0,11m 41s
Crewmate,Win,6,Yes,Yes,,815,No,0.0,04m 26s
Crewmate,Loss,5,No,Yes,,708,No,0.0,
Crewmate,Loss,4,No,No,,613,No,0.0,
Crewmate,Win,5,No,No,,330,No,1.0,
Crewmate,Win,6,Yes,Yes,,717,No,1.0,08m 23s
Crewmate,Loss,7,Yes,Yes,,386,No,0.0,05m 01s
Crewmate,Loss,7,Yes,Yes,,570,No,0.0,05m 40s
Crewmate,Win,7,Yes,Yes,,476,No,0.0,05m 57s
Crewmate,Win,1,No,No,,306,No,0.0,
Crewmate,Win,7,Yes,Yes,,546,No,0.0,05m 21s
Imposter,Win,,,,0,844,No,,
Imposter,Loss,,,,3,356,No,,
Imposter,Loss,,,,2,1050,No,,
Crewmate,Win,7,Yes,No,,408,No,2.0,04m 01s
Crewmate,Win,6,No,No,,423,No,0.0,
Crewmate,Loss,5,No,No,,284,No,0.0,
Crewmate,Win,2,No,No,,259,No,0.0,04m 15s
Crewmate,Win,7,Yes,No,,600,No,3.0,05m 29s
Crewmate,Win,7,Yes,No,,1274,No,0.0,16m 42s
Crewmate,Loss,6,No,No,,954,No,0.0,
Crewmate,Loss,8,Yes,No,,948,No,2.0,14m 13s
Crewmate,Win,8,Yes,Yes,,981,No,0.0,10m 12s
Crewmate,Win,5,No,No,,388,No,1.0,
Crewmate,Win,8,Yes,No,,1082,No,1.0,09m 53s
Imposter,Win,,,,2,614,No,,
Crewmate,Win,5,No,No,,646,No,2.0,
Imposter,Loss,,,,1,956,No,,
Crewmate,Loss,7,Yes,Yes,,640,No,2.0,10m 21s
Crewmate,Loss,7,Yes,Yes,,808,No,0.0,09m 40s
Crewmate,Win,7,Yes,No,,746,No,0.0,12m 22s
Crewmate,Win,5,No,Yes,,883,No,0.0,
Crewmate,Win,4,No,No,,919,No,1.0,
Crewmate,Win,2,No,Yes,,346,No,1.0,
Crewmate,Loss,6,Yes,Yes,,606,No,0.0,06m 13s
Crewmate,Win,4,No,Yes,,494,No,0.0,
Crewmate,Loss,5,No,No,,660,Yes,2.0,
Imposter,Loss,,,,2,850,No,,
Crewmate,Win,7,Yes,No,,851,No,1.0,14m 10s
Crewmate,Win,7,Yes,No,,1185,No,1.0,15m 16s
Crewmate,Win,7,Yes,No,,618,No,0.0,06m 13s
Crewmate,Win,7,Yes,No,,1177,No,1.0,16m 02s
Imposter,Win,,,,2,201,No,,
Crewmate,Win,1,No,No,,226,No,0.0,
Crewmate,Win,1,No,No,,107,No,0.0,
Crewmate,Loss,6,No,Yes,,430,No,1.0,
Crewmate,Win,7,No,No,,1157,No,0.0,
Crewmate,Win,8,Yes,No,,681,No,1.0,11m 20s
Crewmate,Loss,4,No,No,,148,No,1.0,
Imposter,Loss,,,,3,808,No,,
Crewmate,Loss,8,Yes,Yes,,988,No,0.0,10m 52s
Crewmate,Loss,8,Yes,Yes,,749,No,1.0,11m 28s
Crewmate,Loss,3,No,No,,727,Yes,0.0,
Crewmate,Win,4,No,No,,1051,Yes,0.0,
Crewmate,Win,4,No,No,,580,No,1.0,
Crewmate,Loss,3,No,Yes,,813,No,3.0,
Imposter,Win,,,,2,874,No,,
Crewmate,Win,6,No,Yes,,1080,No,0.0,
Crewmate,Win,8,Yes,Yes,,713,No,0.0,11m 46s
Crewmate,Win,8,Yes,Yes,,944,No,0.0,15m 41s
Imposter,Loss,,,,1,367,Yes,,
Crewmate,Win,4,No,No,,724,No,0.0,
Imposter,Loss,,,,3,791,Yes,,
Imposter,Win,,,,3,822,No,,
Crewmate,Loss,3,No,Yes,,626,No,0.0,
Crewmate,Loss,5,No,Yes,,1061,No,1.0,
Crewmate,Loss,5,No,Yes,,558,No,1.0,
Crewmate,Win,1,No,No,,275,No,0.0,
Crewmate,Win,1,No,No,,440,No,1.0,
Crewmate,Loss,6,Yes,No,,1012,No,0.0,09m 33s
Imposter,Win,,,,3,586,No,,
Crewmate,Win,6,Yes,No,,686,No,0.0,05m 33s
Crewmate,Win,6,Yes,No,,519,No,0.0,08m 39s
Imposter,Loss,,,,2,611,No,,
Crewmate,Win,4,No,No,,861,No,1.0,
Crewmate,Loss,6,No,No,,645,No,1.0,
Imposter,Loss,,,,1,1011,No,,
Crewmate,Loss,8,Yes,Yes,,938,No,5.0,15m 37s
Crewmate,Loss,8,Yes,Yes,,682,No,1.0,11m 21s
Imposter,Win,,,,3,360,No,,
Imposter,Loss,,,,3,842,Yes,,
Crewmate,Win,6,No,No,,1208,No,2.0,
Crewmate,Loss,4,No,Yes,,632,No,2.0,
Imposter,Loss,,,,1,408,Yes,,
Imposter,Loss,,,,1,375,Yes,,
Imposter,Win,,,,1,19,No,,
Crewmate,Loss,3,No,No,,208,No,2.0,
Crewmate,Loss,1,No,No,,201,No,1.0,
Crewmate,Win,4,No,Yes,,413,No,0.0,
Crewmate,Win,8,Yes,No,,1072,No,1.0,17m 51s
Imposter,Loss,,,,1,184,No,,
Crewmate,Win,8,Yes,No,,455,No,1.0,05m 49s
Crewmate,Win,6,No,Yes,,612,No,1.0,
Crewmate,Win,7,No,No,,1019,No,1.0,
Crewmate,Win,9,Yes,Yes,,924,No,1.0,11m 41s
Crewmate,Win,2,No,No,,974,No,1.0,
Imposter,Win,,,,3,617,No,,
Crewmate,Loss,9,Yes,Yes,,708,No,0.0,11m 14s
Crewmate,Win,9,Yes,Yes,,887,No,0.0,11m 37s
Crewmate,Loss,5,No,Yes,,792,No,0.0,
Crewmate,Win,6,No,No,,803,No,1.0,
Crewmate,Win,4,No,Yes,,597,No,0.0,
Crewmate,Win,4,No,Yes,,783,No,1.0,
Crewmate,Loss,3,No,Yes,,614,No,0.0,
Imposter,Loss,,,,1,447,Yes,,
Crewmate,Loss,7,Yes,No,,541,No,0.0,05m 05s
Crewmate,Win,1,No,No,,628,No,1.0,
Imposter,Loss,,,,2,421,Yes,,
Crewmate,Loss,0,No,Yes,,246,No,0.0,
Crewmate,Loss,8,Yes,Yes,,822,No,1.0,13m 42s
Crewmate,Loss,8,Yes,No,,710,No,1.0,11m 49s
Crewmate,Loss,8,Yes,No,,473,No,0.0,07m 53s
Crewmate,Loss,8,Yes,Yes,,960,No,0.0,06m 58s
Imposter,Loss,,,,1,822,Yes,,
Crewmate,Loss,8,Yes,Yes,,1031,No,0.0,12m 22s
Crewmate,Loss,8,Yes,No,,952,No,1.0,11m 46s
Crewmate,Loss,6,No,No,,615,No,0.0,
Crewmate,Loss,4,No,No,,519,No,0.0,
Crewmate,Loss,6,No,No,,665,No,1.0,
Crewmate,Loss,1,No,No,,564,No,1.0,
Crewmate,Loss,8,Yes,No,,645,No,1.0,10m 45s
Crewmate,Loss,8,Yes,Yes,,1136,No,0.0,13m 26s
Crewmate,Loss,3,No,No,,457,No,1.0,
Crewmate,Win,7,Yes,No,,499,No,1.0,07m 54s
Imposter,Loss,,,,1,302,Yes,,
Crewmate,Win,7,Yes,Yes,,346,No,0.0,04m 44s
Crewmate,Loss,5,No,No,,841,No,2.0,
Crewmate,Win,6,No,Yes,,396,No,0.0,
Imposter,Loss,,,,2,476,Yes,,
Imposter,Win,,,,4,618,No,,
Crewmate,Win,6,No,No,,896,No,0.0,
Crewmate,Win,1,No,No,,214,No,0.0,
Imposter,Loss,,,,0,572,Yes,,
Crewmate,Win,4,No,No,,102,No,0.0,01m 41s
Crewmate,Win,4,No,No,,114,No,0.0,01m 30s
Crewmate,Win,4,No,No,,97,No,0.0,01m 16s
Crewmate,Loss,4,No,Yes,,161,No,0.0,01m 09s
Crewmate,Win,4,No,No,,134,No,1.0,01m 28s
Crewmate,Win,4,No,Yes,,115,No,0.0,01m 16s
Crewmate,Win,4,No,Yes,,127,No,0.0,01m 19s
Crewmate,Loss,4,No,Yes,,151,No,0.0,01m 12s
Crewmate,Loss,4,No,Yes,,153,No,0.0,01m 44s
Crewmate,Win,4,No,No,,101,No,0.0,00m 41s
Crewmate,Win,4,No,No,,134,No,0.0,01m 04s
Crewmate,Loss,0,No,Yes,,176,No,0.0,
Crewmate,Loss,1,No,Yes,,229,No,0.0,
Crewmate,Loss,5,Yes,No,,326,Yes,0.0,04m 07s
Crewmate,Win,3,No,No,,343,No,2.0,
Crewmate,Win,3,No,Yes,,434,No,0.0,
Crewmate,Loss,3,No,Yes,,328,No,1.0,
Imposter,Loss,,,,2,345,Yes,,
Crewmate,Win,5,Yes,Yes,,608,No,0.0,05m 01s
Crewmate,Win,5,Yes,Yes,,624,No,2.0,09m 43s
Crewmate,Loss,0,No,No,,254,Yes,0.0,
Crewmate,Loss,2,No,Yes,,70,No,0.0,
Crewmate,Win,2,No,No,,347,No,0.0,
Crewmate,Win,2,No,No,,201,No,0.0,
Crewmate,Loss,6,No,No,,638,No,0.0,
Crewmate,Loss,7,No,No,,1154,No,1.0,
Crewmate,Loss,5,No,Yes,,884,No,0.0,
Crewmate,Win,7,Yes,Yes,,694,No,1.0,06m 48s
Crewmate,Loss,3,No,Yes,,609,No,0.0,
Crewmate,Loss,1,No,No,,277,Yes,0.0,
Crewmate,Loss,4,No,No,,374,No,0.0,
Crewmate,Win,1,No,No,,86,No,0.0,
Crewmate,Win,2,No,No,,121,No,1.0,
Crewmate,Win,2,No,No,,465,No,0.0,
Imposter,Loss,,,,3,529,Yes,,
Crewmate,Win,2,No,No,,161,No,0.0,
Imposter,Loss,,,,3,556,Yes,,
Crewmate,Win,0,No,No,,239,No,2.0,
Crewmate,Loss,4,No,Yes,,416,No,0.0,
Imposter,Loss,,,,3,405,No,,
Imposter,Win,,,,3,580,No,,
Imposter,Win,,,,4,562,No,,
Crewmate,Win,7,Yes,No,,637,No,0.0,10m 36s
Crewmate,Win,7,Yes,Yes,,856,No,1.0,09m 45s
Imposter,Loss,,,,1,436,No,,
Imposter,Loss,,,,2,544,No,,
Crewmate,Win,0,No,No,,66,No,0.0,
Imposter,Loss,,,,3,405,Yes,,
Crewmate,Win,2,No,No,,97,No,0.0,
Crewmate,Loss,7,Yes,Yes,,622,No,0.0,07m 31s
Imposter,Loss,,,,2,505,No,,
Crewmate,Win,4,No,No,,418,No,1.0,
Crewmate,Loss,4,No,Yes,,501,No,0.0,
Crewmate,Loss,3,No,No,,469,No,1.0,
Imposter,Win,,,,2,452,No,,
Imposter,Win,,,,4,744,No,,
Crewmate,Win,7,Yes,No,,1244,No,0.0,09m 57s
Imposter,Loss,,,,2,1112,No,,
Crewmate,Loss,7,Yes,Yes,,840,No,0.0,13m 59s
Crewmate,Win,7,Yes,Yes,,981,No,1.0,10m 52s
Crewmate,Win,4,No,No,,779,No,2.0,
Crewmate,Win,1,No,No,,84,No,0.0,
Crewmate,Loss,6,Yes,Yes,,730,No,0.0,05m 13s
Imposter,Loss,,,,4,526,Yes,,
Imposter,Loss,,,,3,611,Yes,,
Crewmate,Loss,1,No,No,,207,No,0.0,
Crewmate,Loss,5,Yes,No,,377,No,1.0,05m 04s
Crewmate,Loss,4,No,No,,602,No,1.0,
Crewmate,Loss,4,No,Yes,,477,No,1.0,
Crewmate,Loss,4,No,Yes,,283,No,0.0,
Crewmate,Loss,2,No,Yes,,238,No,0.0,
Crewmate,Loss,5,No,No,,538,No,1.0,
Crewmate,Loss,7,Yes,Yes,,760,No,0.0,08m 56s
Crewmate,Win,7,Yes,No,,744,No,3.0,10m 12s
Crewmate,Win,4,No,No,,249,No,0.0,01m 56s
Crewmate,Win,7,Yes,Yes,,846,No,0.0,10m 23s
Crewmate,Loss,8,Yes,No,,611,No,0.0,09m 56s
Crewmate,Loss,5,No,Yes,,437,No,0.0,
Imposter,Win,,,,2,455,No,,
Crewmate,Loss,5,No,No,,617,No,0.0,
Crewmate,Loss,8,Yes,No,,810,No,0.0,07m 44s
Crewmate,Loss,5,No,No,,634,No,0.0,
Crewmate,Loss,4,No,No,,469,No,1.0,
Crewmate,Win,8,Yes,No,,681,No,2.0,08m 22s
Crewmate,Win,8,Yes,Yes,,993,No,1.0,08m 18s
Crewmate,Win,4,No,No,,644,No,1.0,
Crewmate,Loss,7,Yes,Yes,,791,No,0.0,09m 00s
Imposter,Win,,,,4,1020,No,,
Crewmate,Win,3,No,No,,426,No,0.0,
Imposter,Loss,,,,3,400,Yes,,
Crewmate,Win,4,No,Yes,,673,No,0.0,03m 53s
Crewmate,Win,1,No,Yes,,123,No,0.0,
Crewmate,Loss,3,No,No,,703,No,4.0,
Crewmate,Win,6,No,Yes,,780,No,0.0,
Crewmate,Win,2,No,No,,57,No,0.0,
Crewmate,Loss,4,No,No,,767,Yes,0.0,
Crewmate,Loss,8,Yes,Yes,,1079,No,0.0,12m 04s
Crewmate,Loss,3,No,No,,563,Yes,2.0,
Crewmate,Loss,4,No,No,,131,No,1.0,
Imposter,Win,,,,5,142,No,,
Crewmate,Win,7,Yes,Yes,,1046,No,0.0,09m 48s
Crewmate,Win,6,No,No,,564,No,2.0,
Crewmate,Loss,7,Yes,No,,935,No,0.0,11m 34s
