Team,Outcome,Task_Completed,All_Tasks_Completed,Murdered,Imposter_Kills,Game_Length,Ejected,Sabotages_Fixed,Time_to_complete_all_tasks
Imposter,Loss,,,,2,1382,No,,
Crewmate,Win,7,Yes,No,,786,No,1.0,06m 13s
Crewmate,Win,2,No,Yes,,1204,No,0.0,
Imposter,Win,,,,2,1045,No,,
Crewmate,Loss,3,No,No,,307,No,0.0,
Crewmate,Win,7,Yes,No,,1327,No,2.0,15m 48s
Crewmate,Win,8,Yes,No,,774,No,2.0,10m 14s
Crewmate,Win,6,No,Yes,,588,No,0.0,
Crewmate,Win,8,Yes,No,,552,No,1.0,08m 53s
Crewmate,Loss,4,No,Yes,,373,No,0.0,
Crewmate,Loss,2,No,Yes,,476,No,1.0,
Crewmate,Loss,3,No,Yes,,367,No,0.0,
Crewmate,Win,4,No,No,,566,No,1.0,
Crewmate,Win,4,No,No,,228,No,1.0,
Crewmate,Loss,6,No,Yes,,550,No,0.0,
Crewmate,Win,8,Yes,Yes,,923,No,0.0,06m 30s
Crewmate,Loss,1,No,Yes,,1084,No,0.0,
Crewmate,Win,1,No,Yes,,1105,No,0.0,
Crewmate,Win,7,No,Yes,,710,No,0.0,
Imposter,Win,,,,2,1023,No,,
Crewmate,Loss,0,No,No,,231,No,0.0,
Crewmate,Loss,0,No,Yes,,337,No,0.0,
Crewmate,Loss,0,No,Yes,,429,No,0.0,
Crewmate,Loss,3,No,Yes,,982,No,0.0,
Crewmate,Loss,3,No,Yes,,519,No,0.0,
Crewmate,Win,8,Yes,Yes,,972,No,1.0,10m 10s
Crewmate,Loss,8,Yes,No,,783,No,0.0,12m 26s
Crewmate,Loss,8,Yes,Yes,,1307,No,0.0,06m 27s
Imposter,Win,,,,1,1463,No,,
Crewmate,Loss,3,No,No,,519,No,1.0,
Crewmate,Win,7,No,No,,597,No,1.0,
Crewmate,Loss,8,Yes,Yes,,836,No,0.0,08m 26s
Crewmate,Win,6,Yes,No,,749,No,1.0,05m 18s
Crewmate,Loss,2,No,Yes,,472,No,0.0,
Crewmate,Win,0,No,No,,324,No,0.0,
Crewmate,Win,0,No,No,,142,No,0.0,
Crewmate,Loss,0,No,No,,348,No,1.0,
Crewmate,Win,1,No,No,,357,No,0.0,
Crewmate,Win,3,No,Yes,,1174,No,0.0,
Crewmate,Loss,7,Yes,Yes,,795,No,0.0,05m 50s
Crewmate,Win,5,No,No,,796,No,0.0,
Crewmate,Win,3,No,Yes,,660,No,0.0,
Crewmate,Win,7,Yes,No,,1081,No,1.0,11m 32s
Imposter,Win,,,,4,865,Yes,,
Imposter,Loss,,,,2,1013,No,,
Crewmate,Win,7,Yes,Yes,,1165,No,0.0,14m 58s
Crewmate,Win,4,No,No,,522,No,0.0,
Imposter,Win,,,,4,66,No,,
Crewmate,Win,3,No,No,,507,No,0.0,
Crewmate,Win,7,Yes,Yes,,774,No,0.0,12m 30s
Imposter,Loss,,,,2,742,No,,
Crewmate,Loss,2,No,No,,294,No,0.0,
Imposter,Loss,,,,1,307,No,,
Crewmate,Win,7,Yes,No,,549,No,0.0,05m 18s
Crewmate,Loss,7,Yes,Yes,,847,No,0.0,04m 27s
Crewmate,Loss,7,Yes,Yes,,852,No,0.0,09m 29s
Imposter,Win,,,,4,558,No,,
Crewmate,Loss,7,Yes,Yes,,858,No,0.0,10m 26s
Crewmate,Loss,3,No,Yes,,500,No,0.0,
Crewmate,Loss,7,No,Yes,,349,No,0.0,
Crewmate,Win,8,Yes,No,,1016,No,0.0,06m 22s
Crewmate,Loss,2,No,Yes,,551,No,0.0,
Crewmate,Loss,8,Yes,Yes,,907,No,0.0,06m 13s
Crewmate,Loss,8,Yes,No,,1057,No,0.0,17m 00s
Crewmate,Win,8,Yes,No,,1101,No,0.0,16m 52s
Crewmate,Win,8,Yes,No,,696,No,1.0,02m 06s
Crewmate,Loss,6,No,Yes,,1006,No,0.0,
Crewmate,Loss,1,No,Yes,,499,No,0.0,
Imposter,Win,,,,1,597,No,,
Crewmate,Loss,8,Yes,Yes,,829,No,0.0,09m 45s
Crewmate,Win,2,No,No,,458,No,0.0,
Crewmate,Win,5,No,Yes,,613,No,0.0,
Crewmate,Loss,8,Yes,Yes,,869,No,0.0,03m 24s
Crewmate,Win,2,No,No,,73,No,0.0,
Crewmate,Win,1,No,No,,91,No,0.0,
Crewmate,Loss,8,Yes,Yes,,693,No,0.0,10m 53s
Crewmate,Loss,4,No,No,,430,No,0.0,
Crewmate,Loss,8,Yes,Yes,,1219,No,1.0,16m 56s
Crewmate,Loss,3,No,Yes,,620,No,0.0,
Crewmate,Loss,8,Yes,Yes,,783,No,0.0,12m 28s
Crewmate,Win,6,No,Yes,,841,No,0.0,
Crewmate,Loss,8,Yes,Yes,,978,No,0.0,09m 00s
Crewmate,Win,6,No,No,,778,No,0.0,
Crewmate,Win,4,No,No,,899,No,0.0,
Crewmate,Win,8,Yes,No,,687,No,0.0,08m 13s
Crewmate,Loss,8,Yes,Yes,,1315,No,0.0,08m 44s
Crewmate,Loss,8,Yes,No,,762,No,0.0,07m 24s
Crewmate,Loss,7,No,Yes,,427,No,0.0,
Crewmate,Win,8,Yes,Yes,,804,No,0.0,09m 11s
Crewmate,Loss,8,Yes,No,,466,No,1.0,07m 46s
Crewmate,Loss,8,Yes,Yes,,659,No,0.0,10m 04s
Crewmate,Win,7,No,Yes,,790,No,0.0,
Imposter,Win,,,,2,992,No,,
Crewmate,Win,1,No,Yes,,313,No,0.0,
Crewmate,Loss,8,Yes,Yes,,790,No,0.0,09m 00s
Crewmate,Win,8,Yes,No,,1145,No,0.0,09m 10s
Imposter,Loss,,,,1,1236,No,,
Crewmate,Win,5,No,No,,971,No,0.0,
Crewmate,Loss,7,Yes,Yes,,882,No,0.0,11m 13s
Crewmate,Win,3,No,Yes,,632,No,0.0,
Crewmate,Win,7,Yes,Yes,,766,No,0.0,10m 55s
Crewmate,Loss,3,No,Yes,,328,No,0.0,
Crewmate,Win,7,Yes,No,,853,No,0.0,10m 06s
Imposter,Win,,,,4,758,No,,
Crewmate,Win,7,Yes,No,,727,No,0.0,07m 05s
Crewmate,Win,5,No,No,,517,No,0.0,
Imposter,Win,,,,6,948,No,,
Crewmate,Win,8,Yes,Yes,,981,No,0.0,10m 54s
Crewmate,Win,5,No,Yes,,388,No,0.0,
Crewmate,Win,8,Yes,No,,1082,No,1.0,17m 17s
Imposter,Loss,,,,4,1013,No,,
Crewmate,Loss,8,Yes,Yes,,1412,No,0.0,10m 31s
Crewmate,Loss,8,Yes,Yes,,882,No,0.0,09m 20s
Crewmate,Loss,6,No,No,,939,No,0.0,
Crewmate,Win,7,Yes,Yes,,948,No,0.0,15m 18s
Crewmate,Win,7,Yes,Yes,,1082,No,0.0,14m 01s
Imposter,Loss,,,,1,1038,Yes,,
Crewmate,Win,4,No,No,,806,No,0.0,
Crewmate,Loss,7,Yes,Yes,,898,No,0.0,05m 34s
Crewmate,Win,6,No,No,,473,No,0.0,
Crewmate,Win,7,Yes,Yes,,992,No,0.0,16m 29s
Crewmate,Win,7,Yes,Yes,,1023,No,0.0,14m 02s
Crewmate,Win,6,No,No,,306,No,0.0,
Crewmate,Win,2,No,No,,399,No,0.0,
Crewmate,Win,8,Yes,No,,615,No,0.0,10m 14s
Imposter,Win,,,,3,869,No,,
Crewmate,Win,8,Yes,No,,589,No,0.0,07m 29s
Crewmate,Win,3,No,No,,641,No,0.0,
Crewmate,Win,4,No,No,,585,No,0.0,
Crewmate,Win,8,Yes,No,,1299,No,1.0,17m 13s
Crewmate,Win,8,Yes,Yes,,857,No,0.0,08m 55s
Crewmate,Loss,0,No,Yes,,695,No,0.0,
Crewmate,Win,5,No,No,,541,No,0.0,
Crewmate,Loss,5,No,Yes,,686,No,0.0,
Crewmate,Win,7,Yes,Yes,,1134,No,0.0,09m 32s
Crewmate,Win,6,No,Yes,,742,No,0.0,
Crewmate,Loss,4,No,No,,678,No,0.0,
Crewmate,Win,5,No,Yes,,848,No,0.0,
Crewmate,Win,4,No,No,,492,No,0.0,
Crewmate,Loss,7,Yes,Yes,,663,No,0.0,10m 44s
Crewmate,Win,2,No,No,,335,No,0.0,
Crewmate,Loss,7,Yes,No,,826,No,0.0,13m 43s
Crewmate,Win,6,No,No,,904,No,0.0,
Imposter,Loss,,,,1,372,No,,
Crewmate,Win,2,No,Yes,,483,No,0.0,
Crewmate,Loss,5,No,No,,307,No,0.0,
Crewmate,Win,8,Yes,No,,639,No,0.0,04m 33s
Imposter,Loss,,,,5,1215,No,,
Crewmate,Loss,7,Yes,No,,896,No,0.0,11m 43s
Crewmate,Win,3,No,No,,408,No,0.0,
Imposter,Win,,,,1,591,No,,
Crewmate,Win,6,Yes,No,,749,No,1.0,05m 18s
Crewmate,Loss,2,No,Yes,,472,No,0.0,
Crewmate,Win,0,No,No,,324,No,0.0,
Crewmate,Win,0,No,No,,142,No,0.0,
Crewmate,Loss,0,No,No,,348,No,1.0,
Crewmate,Win,1,No,No,,357,No,0.0,
Crewmate,Win,3,No,Yes,,1174,No,0.0,
Crewmate,Loss,7,Yes,Yes,,795,No,0.0,05m 50s
Crewmate,Win,5,No,No,,796,No,0.0,
Crewmate,Win,3,No,Yes,,660,No,0.0,
Crewmate,Win,7,Yes,No,,1081,No,1.0,11m 32s
Imposter,Win,,,,4,865,Yes,,
Imposter,Loss,,,,2,1013,No,,
Crewmate,Win,7,Yes,Yes,,1165,No,0.0,14m 58s
Crewmate,Win,4,No,No,,522,No,0.0,
Imposter,Win,,,,4,66,No,,
Crewmate,Win,3,No,No,,507,No,0.0,
Crewmate,Win,7,Yes,Yes,,774,No,0.0,12m 30s
Imposter,Loss,,,,2,742,No,,
Crewmate,Loss,2,No,No,,294,No,0.0,
Imposter,Loss,,,,1,307,No,,
Crewmate,Win,7,Yes,No,,549,No,0.0,05m 18s
Crewmate,Loss,7,Yes,Yes,,847,No,0.0,04m 27s
Crewmate,Loss,7,Yes,Yes,,852,No,0.0,09m 29s
Imposter,Win,,,,4,558,No,,
Crewmate,Loss,7,Yes,Yes,,858,No,0.0,10m 26s
Crewmate,Loss,3,No,Yes,,500,No,0.0,
Crewmate,Loss,7,No,Yes,,349,No,0.0,
Crewmate,Win,8,Yes,No,,1016,No,0.0,06m 22s
Crewmate,Loss,2,No,Yes,,551,No,0.0,
Crewmate,Loss,8,Yes,Yes,,907,No,0.0,06m 13s
Crewmate,Loss,8,Yes,No,,1057,No,0.0,17m 00s
Crewmate,Win,8,Yes,No,,1101,No,0.0,16m 52s
Crewmate,Win,8,Yes,No,,696,No,1.0,02m 06s
Crewmate,Loss,6,No,Yes,,1006,No,0.0,
Crewmate,Loss,1,No,Yes,,499,No,0.0,
Imposter,Win,,,,1,597,No,,
Crewmate,Loss,8,Yes,Yes,,829,No,0.0,09m 45s
Crewmate,Win,2,No,No,,458,No,0.0,
Crewmate,Win,5,No,Yes,,613,No,0.0,
Crewmate,Loss,8,Yes,Yes,,869,No,0.0,03m 24s
Crewmate,Win,2,No,No,,73,No,0.0,
Crewmate,Win,1,No,No,,91,No,0.0,
Crewmate,Loss,8,Yes,Yes,,693,No,0.0,10m 53s
Crewmate,Loss,4,No,No,,430,No,0.0,
Crewmate,Loss,8,Yes,Yes,,1219,No,1.0,16m 56s
Crewmate,Loss,3,No,Yes,,620,No,0.0,
Crewmate,Loss,8,Yes,Yes,,783,No,0.0,12m 28s
Crewmate,Win,6,No,Yes,,841,No,0.0,
Crewmate,Loss,8,Yes,Yes,,978,No,0.0,09m 00s
Crewmate,Win,6,No,No,,778,No,0.0,
Crewmate,Win,4,No,No,,899,No,0.0,
Crewmate,Win,8,Yes,No,,687,No,0.0,08m 13s
Crewmate,Loss,8,Yes,Yes,,1315,No,0.0,08m 44s
Crewmate,Loss,8,Yes,No,,762,No,0.0,07m 24s
Crewmate,Loss,7,No,Yes,,427,No,0.0,
Crewmate,Win,8,Yes,Yes,,804,No,0.0,09m 11s
Crewmate,Loss,8,Yes,No,,466,No,1.0,07m 46s
Crewmate,Loss,8,Yes,Yes,,659,No,0.0,10m 04s
Crewmate,Win,7,No,Yes,,790,No,0.0,
Imposter,Win,,,,2,992,No,,
Crewmate,Win,1,No,Yes,,313,No,0.0,
Crewmate,Loss,8,Yes,Yes,,790,No,0.0,09m 00s
Crewmate,Win,8,Yes,No,,1145,No,0.0,09m 10s
Imposter,Loss,,,,1,1236,No,,
Crewmate,Win,5,No,No,,971,No,0.0,
Crewmate,Loss,7,Yes,Yes,,882,No,0.0,11m 13s
Crewmate,Win,3,No,Yes,,632,No,0.0,
Crewmate,Win,7,Yes,Yes,,766,No,0.0,10m 55s
Crewmate,Loss,3,No,Yes,,328,No,0.0,
Crewmate,Win,7,Yes,No,,853,No,0.0,10m 06s
Imposter,Win,,,,4,758,No,,
Crewmate,Win,7,Yes,No,,727,No,0.0,07m 05s
Crewmate,Win,5,No,No,,517,No,0.0,
Imposter,Win,,,,6,948,No,,
Crewmate,Win,8,Yes,Yes,,981,No,0.0,10m 54s
Crewmate,Win,5,No,Yes,,388,No,0.0,
Crewmate,Win,8,Yes,No,,1082,No,1.0,17m 17s
Imposter,Loss,,,,4,1013,No,,
Crewmate,Loss,8,Yes,Yes,,1412,No,0.0,10m 31s
Crewmate,Loss,8,Yes,Yes,,882,No,0.0,09m 20s
Imposter,Loss,,,,2,499,No,,
Crewmate,Win,3,No,No,,346,No,0.0,
Crewmate,Win,3,No,No,,272,No,0.0,
Crewmate,Win,6,No,No,,1022,No,0.0,
Crewmate,Win,4,No,Yes,,351,No,0.0,
Crewmate,Loss,4,No,Yes,,201,No,0.0,
Crewmate,Loss,1,No,No,,297,No,0.0,
Imposter,Win,,,,3,300,No,,
Crewmate,Win,7,Yes,No,,834,No,0.0,12m 18s
Imposter,Win,,,,3,563,No,,
Crewmate,Win,7,Yes,Yes,,1309,No,1.0,14m 20s
Crewmate,Win,7,Yes,Yes,,746,No,0.0,05m 25s
Crewmate,Win,7,Yes,No,,883,No,0.0,10m 18s
Imposter,Loss,,,,1,919,Yes,,
Crewmate,Win,2,No,No,,347,No,0.0,
Crewmate,Win,6,Yes,No,,494,No,0.0,07m 30s
Crewmate,Loss,8,Yes,Yes,,1387,No,2.0,06m 20s
Crewmate,Loss,8,Yes,Yes,,936,No,0.0,06m 05s
Crewmate,Loss,7,No,No,,987,No,0.0,
Crewmate,Win,2,No,No,,308,No,0.0,
Crewmate,Win,8,Yes,No,,625,No,1.0,05m 59s
Crewmate,Win,8,Yes,No,,825,No,1.0,06m 17s
Imposter,Win,,,,4,815,No,,
Imposter,Win,,,,3,742,No,,
Crewmate,Win,8,Yes,Yes,,1236,No,0.0,06m 34s
Crewmate,Win,8,Yes,No,,1052,No,0.0,10m 09s
Imposter,Loss,,,,3,1123,No,,
Crewmate,Win,5,No,No,,322,No,0.0,
Crewmate,Win,8,Yes,Yes,,1225,No,0.0,15m 51s
Crewmate,Win,8,Yes,Yes,,754,No,1.0,10m 54s
Crewmate,Win,8,Yes,Yes,,1060,No,1.0,12m 44s
Crewmate,Loss,8,Yes,Yes,,1216,No,0.0,11m 48s
Crewmate,Loss,8,Yes,Yes,,818,No,0.0,05m 10s
Crewmate,Loss,6,No,No,,598,No,0.0,
Crewmate,Loss,8,Yes,No,,360,No,0.0,05m 26s
Crewmate,Loss,8,Yes,No,,646,No,0.0,09m 53s
Crewmate,Loss,8,Yes,No,,916,No,0.0,11m 39s
Crewmate,Win,8,Yes,No,,989,Yes,1.0,11m 40s
Crewmate,Loss,8,Yes,Yes,,682,No,0.0,04m 50s
Imposter,Loss,,,,3,618,Yes,,
Crewmate,Win,8,Yes,No,,704,No,1.0,09m 04s
Crewmate,Win,5,No,No,,510,No,0.0,
Crewmate,Win,8,Yes,Yes,,755,No,0.0,10m 41s
Crewmate,Win,7,Yes,No,,996,No,1.0,06m 14s
Crewmate,Win,6,Yes,Yes,,940,No,0.0,04m 58s
Crewmate,Win,7,Yes,No,,1115,No,2.0,05m 34s
Crewmate,Win,7,Yes,Yes,,837,No,0.0,07m 13s
Crewmate,Loss,7,Yes,No,,1020,No,0.0,09m 34s
Crewmate,Win,7,Yes,Yes,,1208,No,0.0,11m 22s
Crewmate,Win,7,Yes,Yes,,894,No,0.0,07m 02s
Crewmate,Win,7,Yes,No,,888,No,1.0,06m 10s
Crewmate,Win,7,Yes,Yes,,1049,No,0.0,11m 29s
Crewmate,Loss,7,Yes,No,,731,No,1.0,02m 31s
Crewmate,Loss,7,Yes,Yes,,821,No,1.0,13m 25s
Imposter,Win,,,,4,915,No,,
Crewmate,Loss,7,Yes,No,,766,No,0.0,09m 26s
Crewmate,Win,7,Yes,No,,961,No,2.0,08m 30s
Crewmate,Win,7,Yes,Yes,,799,No,2.0,05m 30s
Crewmate,Win,8,Yes,Yes,,993,No,0.0,16m 32s
Crewmate,Win,4,No,Yes,,523,No,0.0,
Crewmate,Loss,4,No,Yes,,631,No,0.0,
Imposter,Loss,,,,1,407,No,,
Crewmate,Win,8,Yes,No,,532,No,1.0,06m 34s
Crewmate,Loss,5,No,No,,361,No,0.0,
Crewmate,Win,8,Yes,No,,952,No,1.0,05m 49s
Crewmate,Win,8,Yes,No,,661,No,0.0,09m 06s
Crewmate,Win,8,Yes,No,,1175,No,0.0,12m 38s
Crewmate,Loss,8,Yes,No,,1178,No,1.0,05m 30s
Crewmate,Loss,6,No,No,,680,No,1.0,
Crewmate,Win,5,No,No,,442,No,1.0,
Crewmate,Win,7,No,Yes,,342,No,0.0,
Crewmate,Win,7,Yes,Yes,,998,No,0.0,06m 17s
Crewmate,Win,7,Yes,No,,1169,No,1.0,18m 30s
Crewmate,Win,7,Yes,Yes,,926,No,1.0,07m 21s
Crewmate,Loss,5,No,Yes,,548,No,0.0,
Crewmate,Win,7,Yes,Yes,,704,No,0.0,07m 51s
Crewmate,Loss,7,Yes,Yes,,1148,No,3.0,06m 15s
Crewmate,Win,6,No,No,,576,No,0.0,
Imposter,Win,,,,3,524,No,,
Crewmate,Win,7,Yes,No,,638,No,0.0,09m 38s
Imposter,Win,,,,3,1011,No,,
Crewmate,Win,7,Yes,Yes,,666,No,0.0,06m 15s
Crewmate,Win,6,No,No,,368,No,2.0,
Crewmate,Win,7,Yes,No,,1181,No,3.0,09m 25s
Crewmate,Win,4,No,No,,945,No,0.0,
Imposter,Loss,,,,4,993,Yes,,
Imposter,Loss,,,,1,606,Yes,,
Imposter,Win,,,,1,230,No,,
Crewmate,Win,7,Yes,No,,379,No,1.0,05m 16s
Imposter,Loss,,,,1,406,No,,
Imposter,Win,,,,2,852,No,,
Crewmate,Win,3,No,Yes,,663,No,1.0,
Crewmate,Win,7,Yes,No,,668,No,0.0,09m 53s
Imposter,Win,,,,2,1001,No,,
Crewmate,Win,7,Yes,No,,822,No,0.0,12m 50s
Crewmate,Win,7,Yes,No,,866,No,1.0,09m 39s
Crewmate,Win,0,No,Yes,,912,No,0.0,
Imposter,Win,,,,2,249,No,,
Crewmate,Win,1,No,No,,137,No,0.0,
Crewmate,Win,1,No,No,,200,No,0.0,
Crewmate,Win,6,No,No,,500,No,0.0,
Crewmate,Loss,7,Yes,Yes,,1185,No,1.0,05m 15s
Crewmate,Win,3,No,No,,346,No,0.0,
Crewmate,Win,4,No,No,,177,No,0.0,
Crewmate,Win,8,Yes,Yes,,926,No,0.0,08m 40s
Crewmate,Win,1,No,No,,240,No,0.0,
Imposter,Loss,,,,3,1204,No,,
Imposter,Loss,,,,4,1328,No,,
Crewmate,Win,7,Yes,No,,1162,No,1.0,17m 35s
Crewmate,Loss,7,Yes,Yes,,829,No,0.0,09m 17s
Crewmate,Win,7,Yes,Yes,,1037,No,0.0,09m 02s
Imposter,Win,,,,1,738,No,,
Imposter,Win,,,,2,589,No,,
Imposter,Loss,,,,3,905,No,,
Imposter,Win,,,,3,668,No,,
Crewmate,Win,8,Yes,No,,566,No,0.0,06m 44s
Crewmate,Win,8,Yes,Yes,,1137,No,0.0,09m 23s
Crewmate,Win,8,Yes,Yes,,1131,No,0.0,08m 26s
Crewmate,Loss,7,Yes,No,,773,No,0.0,09m 07s
Imposter,Loss,,,,1,740,Yes,,
Crewmate,Win,5,No,Yes,,613,No,1.0,
Crewmate,Win,7,Yes,Yes,,1063,No,0.0,11m 59s
Crewmate,Win,8,Yes,Yes,,1244,No,3.0,07m 23s
Imposter,Loss,,,,2,919,No,,
Imposter,Win,,,,1,458,No,,
Crewmate,Loss,2,No,Yes,,363,No,0.0,
Crewmate,Win,8,Yes,No,,281,No,1.0,02m 47s
Imposter,Win,,,,2,608,No,,
Imposter,Loss,,,,5,659,No,,
Crewmate,Win,8,Yes,No,,790,No,1.0,09m 36s
Crewmate,Win,8,Yes,No,,936,No,2.0,12m 08s
Crewmate,Loss,8,Yes,Yes,,962,No,0.0,10m 27s
Imposter,Loss,,,,1,254,Yes,,
Crewmate,Win,3,No,Yes,,641,No,0.0,
Crewmate,Win,1,No,No,,753,No,1.0,
Crewmate,Win,7,Yes,Yes,,1069,No,2.0,01m 44s
Crewmate,Loss,7,Yes,Yes,,910,No,0.0,06m 49s
Crewmate,Loss,7,Yes,Yes,,701,No,1.0,06m 33s
Crewmate,Loss,0,No,Yes,,149,No,0.0,
Crewmate,Win,8,Yes,No,,801,No,0.0,10m 02s
Crewmate,Win,8,Yes,Yes,,904,No,0.0,11m 20s
Crewmate,Loss,8,Yes,No,,585,No,1.0,05m 34s
Imposter,Win,,,,2,695,No,,
Imposter,Win,,,,2,548,No,,
Imposter,Win,,,,4,1061,No,,
Imposter,Win,,,,4,841,No,,
Crewmate,Loss,7,Yes,Yes,,497,No,1.0,02m 09s
Crewmate,Win,7,Yes,Yes,,1236,No,0.0,10m 25s
Crewmate,Win,7,Yes,No,,431,No,0.0,01m 54s
Crewmate,Win,5,No,No,,450,No,0.0,
Crewmate,Win,7,Yes,No,,834,No,0.0,12m 36s
Crewmate,Loss,7,Yes,Yes,,489,No,0.0,05m 09s
Crewmate,Loss,6,No,Yes,,679,No,4.0,
Crewmate,Win,7,Yes,Yes,,825,No,0.0,08m 09s
Crewmate,Loss,7,Yes,Yes,,858,No,0.0,10m 42s
Crewmate,Loss,8,Yes,Yes,,1215,No,4.0,16m 03s
Crewmate,Loss,2,No,No,,891,Yes,2.0,
Crewmate,Win,8,Yes,No,,990,No,0.0,16m 29s
Crewmate,Win,8,Yes,No,,640,No,2.0,09m 01s
Crewmate,Win,8,Yes,Yes,,1204,No,1.0,07m 07s
Crewmate,Loss,8,Yes,Yes,,952,No,0.0,10m 29s
Crewmate,Win,5,No,No,,451,No,0.0,
Imposter,Loss,,,,2,755,No,,
Crewmate,Loss,0,No,Yes,,354,No,0.0,
Imposter,Win,,,,1,764,No,,
Crewmate,Loss,3,No,No,,672,No,3.0,
Imposter,Win,,,,2,751,No,,
Crewmate,Win,7,Yes,No,,1122,No,1.0,08m 58s
Crewmate,Win,3,No,No,,438,No,0.0,
Crewmate,Win,5,No,No,,500,No,0.0,
Crewmate,Loss,7,Yes,Yes,,726,No,0.0,08m 18s
Crewmate,Loss,0,No,No,,142,No,0.0,
Crewmate,Loss,7,Yes,Yes,,842,No,0.0,08m 23s
Crewmate,Win,7,Yes,Yes,,578,No,0.0,06m 35s
Crewmate,Win,4,No,Yes,,399,No,0.0,
Crewmate,Loss,8,Yes,No,,942,No,1.0,09m 18s
Crewmate,Win,8,Yes,No,,960,No,0.0,11m 00s
Crewmate,Loss,8,Yes,No,,688,No,0.0,11m 17s
Crewmate,Win,8,Yes,Yes,,962,No,1.0,10m 39s
Crewmate,Win,2,No,No,,77,No,0.0,
Crewmate,Loss,8,Yes,No,,923,No,1.0,12m 30s
Crewmate,Loss,5,No,Yes,,736,No,0.0,
Crewmate,Loss,7,Yes,No,,1110,No,0.0,11m 01s
Crewmate,Win,4,No,No,,809,No,1.0,
Imposter,Win,,,,2,315,No,,
Crewmate,Win,7,Yes,No,,892,No,0.0,06m 08s
Crewmate,Win,7,Yes,No,,1276,No,0.0,09m 05s
Crewmate,Loss,7,Yes,Yes,,913,No,1.0,05m 44s
Crewmate,Win,6,No,No,,802,No,0.0,
Crewmate,Loss,7,Yes,Yes,,832,No,1.0,09m 19s
Crewmate,Loss,7,Yes,Yes,,1146,No,1.0,05m 14s
Crewmate,Loss,7,Yes,Yes,,879,No,1.0,01m 49s
Crewmate,Loss,7,Yes,Yes,,865,No,0.0,13m 54s
Crewmate,Win,7,Yes,Yes,,1082,No,0.0,17m 11s
Crewmate,Loss,7,Yes,Yes,,1161,No,0.0,06m 33s
Imposter,Loss,,,,2,662,No,,
Crewmate,Loss,7,Yes,Yes,,416,No,0.0,04m 09s
Crewmate,Win,7,Yes,Yes,,1326,No,0.0,06m 31s
Crewmate,Loss,7,Yes,No,,821,No,0.0,06m 06s
Crewmate,Loss,8,Yes,Yes,,807,No,0.0,05m 37s
